player,source_season,target_season,position,source_minutes,target_minutes,source_xg90,target_xg90,source_xa90,target_xa90
Gabriel,2022,2023,DEF,3416,3050,0.114,0.119,0.004,0.026
Gabriel,2023,2024,DEF,3050,2376,0.119,0.163,0.026,0.046
Gabriel Jesus,2016,2017,MID,649,1692,1.005,0.817,0.262,0.123
Gabriel Jesus,2017,2018,FWD,1692,993,0.817,1.144,0.123,0.24
Gabriel Jesus,2018,2019,FWD,993,2022,1.144,0.935,0.24,0.16
Gabriel Jesus,2019,2020,FWD,2022,2053,0.935,0.423,0.16,0.156
Gabriel Jesus,2020,2021,FWD,2053,1885,0.423,0.485,0.156,0.282
Gabriel Jesus,2021,2022,FWD,1885,2107,0.485,0.691,0.282,0.181
Gabriel Jesus,2022,2023,FWD,2107,1496,0.691,0.439,0.181,0.255
Gabriel Jesus,2023,2024,FWD,1496,581,0.439,0.523,0.255,0.086
Gabriel Martinelli,2019,2020,MID,643,581,0.314,0.504,0.016,0.27
Gabriel Martinelli,2020,2021,FWD,581,1877,0.504,0.425,0.27,0.196
Gabriel Martinelli,2021,2022,MID,1877,2851,0.425,0.333,0.196,0.295
Gabriel Martinelli,2022,2023,FWD,2851,2056,0.333,0.312,0.295,0.233
Gabriel Martinelli,2023,2024,FWD,2056,1712,0.312,0.364,0.233,0.229
George Baldock,2019,2020,MID,3420,2787,0.02,0.043,0.043,0.085
Georginio Rutter,2021,2022,FWD,1595,1261,0.395,0.248,0.177,0.135
Giovani Lo Celso,2017,2018,MID,1765,2407,0.15,0.305,0.11,0.158
Giovani Lo Celso,2018,2019,FWD,2407,1477,0.305,0.084,0.158,0.104
Giovani Lo Celso,2019,2020,MID,1477,955,0.084,0.144,0.104,0.113
Giovani Lo Celso,2020,2021,MID,955,1224,0.144,0.18,0.113,0.256
Giovani Lo Celso,2021,2022,FWD,1224,1143,0.18,0.239,0.256,0.271
Giovani Lo Celso,2022,2023,FWD,1143,466,0.239,0.096,0.271,0.31
Giovanni Reyna,2019,2020,FWD,339,1985,0.06,0.195,0.259,0.225
Giovanni Reyna,2020,2021,FWD,1985,434,0.195,0.354,0.225,0.41
Giovanni Reyna,2021,2022,MID,434,596,0.354,0.61,0.41,0.219
Giovanni Reyna,2022,2023,FWD,596,445,0.61,0.258,0.219,0.283
Gonzalo Montiel,2021,2022,DEF,1075,1512,0.022,0.065,0.15,0.153
Gonzalo Montiel,2022,2023,DEF,1512,809,0.065,0.013,0.153,0.193
Gonçalo Guedes,2017,2018,MID,2447,1472,0.176,0.123,0.243,0.186
Gonçalo Guedes,2018,2019,MID,1472,1264,0.123,0.094,0.186,0.081
Gonçalo Guedes,2019,2020,MID,1264,2310,0.094,0.119,0.081,0.157
Gonçalo Guedes,2020,2021,MID,2310,2653,0.119,0.244,0.157,0.19
Gonçalo Guedes,2021,2022,FWD,2653,718,0.244,0.16,0.19,0.068
Gonçalo Guedes,2022,2023,FWD,718,947,0.16,0.233,0.068,0.184
Gonçalo Guedes,2023,2024,FWD,947,736,0.233,0.264,0.184,0.158
Guglielmo Vicario,2020,2021,GK,360,3420,0.0,0.0,0.0,0.0
Guglielmo Vicario,2021,2022,GK,3420,2784,0.0,0.0,0.0,0.0
Guglielmo Vicario,2022,2023,GK,2784,3420,0.0,0.0,0.0,0.0
Guglielmo Vicario,2023,2024,GK,3420,1620,0.0,0.0,0.0,0.0
Guido Rodríguez,2019,2020,MID,947,2879,0.079,0.058,0.007,0.02
Guido Rodríguez,2020,2021,MID,2879,2538,0.058,0.047,0.02,0.026
Guido Rodríguez,2021,2022,MID,2538,2884,0.047,0.045,0.026,0.013
Guido Rodríguez,2022,2023,MID,2884,1865,0.045,0.037,0.013,0.037
Guido Rodríguez,2023,2024,MID,1865,1041,0.037,0.014,0.037,0.01
Hamed Junior Traore,2018,2019,MID,2281,1570,0.109,0.321,0.121,0.103
Hamed Junior Traore,2019,2020,MID,1570,1786,0.321,0.223,0.103,0.196
Hamed Junior Traore,2020,2021,FWD,1786,1786,0.223,0.297,0.196,0.211
Hamed Junior Traore,2021,2022,FWD,1786,1023,0.297,0.144,0.211,0.205
Hamed Junior Traore,2022,2023,MID,1023,418,0.144,0.183,0.205,0.152
Hamza Choudhury,2017,2018,FWD,376,597,0.009,0.072,0.052,0.076
Hamza Choudhury,2018,2019,MID,597,879,0.072,0.034,0.076,0.012
Hamza Choudhury,2019,2020,MID,879,312,0.034,0.129,0.012,0.0
Harrison Reed,2022,2023,FWD,2911,1298,0.067,0.02,0.109,0.089
Harry Maguire,2016,2017,DEF,2311,3420,0.077,0.061,0.033,0.12
Harry Maguire,2017,2018,DEF,3420,2599,0.061,0.064,0.12,0.023
Harry Maguire,2018,2019,DEF,2599,3420,0.064,0.073,0.023,0.012
Harry Maguire,2019,2020,DEF,3420,3049,0.073,0.044,0.012,0.009
Harry Maguire,2020,2021,DEF,3049,2518,0.044,0.08,0.009,0.005
Harry Maguire,2021,2022,DEF,2518,750,0.08,0.018,0.005,0.046
Harry Maguire,2022,2023,DEF,750,1645,0.018,0.117,0.046,0.071
Harry Maguire,2023,2024,DEF,1645,1352,0.117,0.123,0.071,0.018
Harry Toffolo,2022,2023,FWD,922,1439,0.021,0.088,0.048,0.093
Harry Wilson,2022,2023,MID,1087,1576,0.155,0.161,0.115,0.18
Harry Wilson,2023,2024,MID,1576,824,0.161,0.315,0.18,0.143
Harry Winks,2016,2017,MID,455,771,0.202,0.006,0.132,0.066
Harry Winks,2017,2018,FWD,771,1578,0.006,0.062,0.066,0.014
Harry Winks,2018,2019,FWD,1578,2236,0.062,0.016,0.014,0.036
Harry Winks,2019,2020,MID,2236,854,0.016,0.006,0.036,0.02
Harry Winks,2020,2021,MID,854,896,0.006,0.007,0.02,0.153
Harry Winks,2021,2022,FWD,896,1721,0.007,0.022,0.153,0.051
Harvey Barnes,2018,2019,FWD,1014,2094,0.322,0.364,0.172,0.176
Harvey Barnes,2019,2020,FWD,2094,1954,0.364,0.308,0.176,0.082
Harvey Barnes,2020,2021,MID,1954,2108,0.308,0.265,0.082,0.191
Harvey Barnes,2021,2022,MID,2108,2738,0.265,0.3,0.191,0.102
Harvey Barnes,2022,2023,MID,2738,738,0.3,0.423,0.102,0.514
Harvey Barnes,2023,2024,FWD,738,1054,0.423,0.437,0.514,0.283
Harvey Elliott,2021,2022,MID,348,1602,0.159,0.114,0.134,0.224
Harvey Elliott,2022,2023,FWD,1602,1268,0.114,0.183,0.224,0.303
Hee-Chan Hwang,2020,2021,FWD,434,1848,0.42,0.208,0.125,0.078
Hee-Chan Hwang,2021,2022,FWD,1848,1117,0.208,0.174,0.078,0.071
Hee-Chan Hwang,2022,2023,FWD,1117,2154,0.174,0.363,0.071,0.131
Hee-Chan Hwang,2023,2024,FWD,2154,609,0.363,0.118,0.131,0.042
Hugo Bueno,2022,2023,DEF,1320,706,0.008,0.035,0.073,0.108
Ian Maatsen,2023,2024,DEF,1457,550,0.095,0.046,0.096,0.32
Ibrahim Sangare,2017,2018,MID,1588,2462,0.054,0.05,0.076,0.063
Ibrahim Sangare,2018,2019,MID,2462,2177,0.05,0.069,0.063,0.05
Ibrahima Konaté,2017,2018,DEF,1226,2431,0.011,0.057,0.027,0.013
Ibrahima Konaté,2018,2019,DEF,2431,562,0.057,0.008,0.013,0.007
Ibrahima Konaté,2019,2020,DEF,562,695,0.008,0.103,0.007,0.0
Ibrahima Konaté,2020,2021,DEF,695,990,0.103,0.019,0.0,0.0
Ibrahima Konaté,2021,2022,DEF,990,1545,0.019,0.091,0.0,0.016
Ibrahima Konaté,2022,2023,DEF,1545,1555,0.091,0.032,0.016,0.03
Ibrahima Konaté,2023,2024,DEF,1555,1995,0.032,0.067,0.03,0.045
Idrissa Gueye,2014,2015,MID,2734,3085,0.065,0.026,0.044,0.029
Idrissa Gueye,2015,2016,MID,3085,2700,0.026,0.066,0.029,0.071
Idrissa Gueye,2016,2017,MID,2700,2769,0.066,0.049,0.071,0.039
Idrissa Gueye,2017,2018,MID,2769,2828,0.049,0.019,0.039,0.03
Idrissa Gueye,2018,2019,MID,2828,1658,0.019,0.079,0.03,0.148
Idrissa Gueye,2019,2020,MID,1658,1580,0.079,0.051,0.148,0.047
Idrissa Gueye,2020,2021,FWD,1580,1656,0.051,0.071,0.047,0.108
Idrissa Gueye,2021,2022,FWD,1656,2638,0.071,0.017,0.108,0.032
Idrissa Gueye,2022,2023,MID,2638,1930,0.017,0.077,0.032,0.048
Idrissa Gueye,2023,2024,MID,1930,2381,0.077,0.036,0.048,0.084
Igor Julio,2019,2020,DEF,1948,1155,0.007,0.042,0.051,0.009
Igor Julio,2020,2021,FWD,1155,2224,0.042,0.017,0.009,0.03
Igor Julio,2021,2022,DEF,2224,2054,0.017,0.016,0.03,0.017
Igor Julio,2022,2023,DEF,2054,1640,0.016,0.012,0.017,0.034
Igor Julio,2023,2024,DEF,1640,898,0.012,0.008,0.034,0.013
Iliman Ndiaye,2023,2024,FWD,1647,2011,0.259,0.244,0.155,0.066
Ilkay Gündogan,2014,2015,MID,1913,1998,0.105,0.17,0.152,0.185
Ilkay Gündogan,2015,2016,MID,1998,717,0.17,0.241,0.185,0.123
Ilkay Gündogan,2016,2017,MID,717,1504,0.241,0.214,0.123,0.141
Ilkay Gündogan,2017,2018,MID,1504,2133,0.214,0.178,0.141,0.21
Ilkay Gündogan,2018,2019,MID,2133,2006,0.178,0.195,0.21,0.131
Ilkay Gündogan,2019,2020,FWD,2006,2033,0.195,0.424,0.131,0.169
Ilkay Gündogan,2020,2021,MID,2033,1852,0.424,0.472,0.169,0.229
Ilkay Gündogan,2021,2022,FWD,1852,2369,0.472,0.298,0.229,0.131
Ilkay Gündogan,2022,2023,MID,2369,3014,0.298,0.217,0.131,0.316
Ilkay Gündogan,2023,2024,MID,3014,1624,0.217,0.105,0.316,0.124
Illia Zabarnyi,2023,2024,DEF,3330,2454,0.047,0.03,0.01,0.016
Ionut Radu,2018,2019,GK,2970,1530,0.0,0.0,0.003,0.004
Ismaila Sarr,2016,2017,MID,1941,1870,0.1,0.197,0.124,0.131
Ismaila Sarr,2017,2018,FWD,1870,2809,0.197,0.191,0.131,0.234
Ismaila Sarr,2018,2019,MID,2809,2038,0.191,0.264,0.234,0.192
Ismaila Sarr,2023,2024,FWD,1434,2121,0.254,0.398,0.174,0.306
Issa Diop,2015,2016,DEF,1890,2700,0.056,0.03,0.018,0.02
Issa Diop,2016,2017,DEF,2700,3060,0.03,0.056,0.02,0.014
Issa Diop,2017,2018,DEF,3060,2970,0.056,0.038,0.014,0.006
Issa Diop,2018,2019,DEF,2970,2767,0.038,0.058,0.006,0.059
Issa Diop,2019,2020,DEF,2767,1379,0.058,0.062,0.059,0.001
Issa Diop,2020,2021,FWD,1379,964,0.062,0.005,0.001,0.027
Issa Diop,2021,2022,DEF,964,2004,0.005,0.009,0.027,0.024
Issa Diop,2022,2023,DEF,2004,1435,0.009,0.017,0.024,0.0
Issa Diop,2023,2024,DEF,1435,1332,0.017,0.033,0.0,0.01
Issa Kabore,2021,2022,DEF,2269,1001,0.01,0.111,0.058,0.088
Issa Kabore,2022,2023,MID,1001,1748,0.111,0.016,0.088,0.162
Ivan Perisic,2014,2015,MID,1739,2574,0.315,0.266,0.255,0.138
Ivan Perisic,2015,2016,MID,2574,2757,0.266,0.333,0.138,0.302
Ivan Perisic,2016,2017,MID,2757,3320,0.333,0.253,0.302,0.266
Ivan Perisic,2017,2018,MID,3320,2714,0.253,0.345,0.266,0.23
Ivan Perisic,2018,2019,MID,2714,1197,0.345,0.32,0.23,0.254
Ivan Perisic,2019,2020,FWD,1197,1799,0.32,0.248,0.254,0.211
Ivan Perisic,2020,2021,FWD,1799,2860,0.248,0.146,0.211,0.286
Ivan Perisic,2021,2022,MID,2860,2107,0.146,0.129,0.286,0.283
Ivan Toney,2021,2022,FWD,2905,2960,0.373,0.66,0.228,0.149
Ivan Toney,2022,2023,FWD,2960,1447,0.66,0.444,0.149,0.136
Ivo Grbic,2021,2022,GK,1890,916,0.0,0.0,0.0,0.0
Ivo Grbic,2022,2023,GK,916,776,0.0,0.0,0.0,0.0
Iyenoma Destiny Udogie,2021,2022,MID,2504,2726,0.127,0.116,0.074,0.106
Iyenoma Destiny Udogie,2022,2023,MID,2726,2437,0.116,0.104,0.106,0.094
Iyenoma Destiny Udogie,2023,2024,DEF,2437,1769,0.104,0.018,0.094,0.059
Jack Cork,2014,2015,MID,1795,2543,0.157,0.033,0.036,0.069
Jack Cork,2015,2016,MID,2543,2233,0.033,0.054,0.069,0.049
Jack Cork,2016,2017,FWD,2233,3420,0.054,0.045,0.049,0.021
Jack Cork,2017,2018,MID,3420,3315,0.045,0.041,0.021,0.061
Jack Cork,2018,2019,MID,3315,2627,0.041,0.046,0.061,0.04
Jack Cork,2019,2020,MID,2627,1355,0.046,0.013,0.04,0.022
Jack Cork,2020,2021,MID,1355,1689,0.013,0.039,0.022,0.01
Jack Grealish,2014,2015,FWD,798,831,0.12,0.065,0.258,0.07
Jack Grealish,2019,2020,MID,3235,2187,0.19,0.214,0.212,0.384
Jack Grealish,2020,2021,MID,2187,1929,0.214,0.258,0.384,0.255
Jack Grealish,2021,2022,FWD,1929,2083,0.258,0.216,0.255,0.323
Jack Grealish,2022,2023,FWD,2083,975,0.216,0.22,0.323,0.256
Jack Grealish,2023,2024,FWD,975,673,0.22,0.17,0.256,0.256
Jack Harrison,2020,2021,MID,2871,2660,0.196,0.174,0.236,0.117
Jack Harrison,2021,2022,MID,2660,2793,0.174,0.162,0.117,0.161
Jack Harrison,2022,2023,MID,2793,2229,0.162,0.168,0.161,0.176
Jack Harrison,2023,2024,MID,2229,1590,0.168,0.173,0.176,0.177
Jack Hinshelwood,2023,2024,MID,890,1338,0.219,0.087,0.085,0.055
Jack Robinson,2019,2020,DEF,507,879,0.0,0.071,0.026,0.069
Jack Stephens,2016,2017,DEF,1468,1980,0.022,0.059,0.056,0.011
Jack Stephens,2017,2018,DEF,1980,1695,0.059,0.077,0.011,0.012
Jack Stephens,2018,2019,DEF,1695,2456,0.077,0.034,0.012,0.043
Jack Stephens,2019,2020,DEF,2456,1544,0.034,0.052,0.043,0.027
Jack Stephens,2020,2021,DEF,1544,806,0.052,0.0,0.027,0.027
Jack Stephens,2021,2022,DEF,806,1215,0.0,0.016,0.027,0.019
Jacob Bruun Larsen,2018,2019,MID,1267,443,0.232,0.046,0.225,0.477
Jacob Bruun Larsen,2021,2022,FWD,791,311,0.284,0.365,0.207,0.084
Jacob Bruun Larsen,2022,2023,FWD,311,1272,0.365,0.375,0.084,0.103
Jacob Murphy,2020,2021,DEF,1611,1418,0.083,0.164,0.192,0.151
Jacob Murphy,2021,2022,FWD,1418,1215,0.164,0.274,0.151,0.199
Jacob Murphy,2022,2023,FWD,1215,1216,0.274,0.214,0.199,0.387
Jacob Murphy,2023,2024,FWD,1216,1871,0.214,0.305,0.387,0.309
Jacob Ramsey,2020,2021,FWD,593,2493,0.087,0.138,0.032,0.074
Jacob Ramsey,2021,2022,MID,2493,2675,0.138,0.176,0.074,0.193
Jacob Ramsey,2022,2023,MID,2675,824,0.176,0.253,0.193,0.1
Jacob Ramsey,2023,2024,MID,824,1352,0.253,0.078,0.1,0.142
Jadon Sancho,2017,2018,FWD,682,2463,0.259,0.271,0.359,0.304
Jadon Sancho,2018,2019,MID,2463,2284,0.271,0.424,0.304,0.452
Jadon Sancho,2019,2020,FWD,2284,2083,0.424,0.292,0.452,0.356
Jadon Sancho,2020,2021,FWD,2083,1891,0.292,0.201,0.356,0.194
Jadon Sancho,2021,2022,MID,1891,1710,0.201,0.199,0.194,0.252
Jadon Sancho,2022,2023,MID,1710,1051,0.199,0.11,0.252,0.304
Jadon Sancho,2023,2024,FWD,1051,1512,0.11,0.12,0.304,0.216
Jairo Riedewald,2019,2020,FWD,747,1803,0.006,0.028,0.025,0.045
Jake O&#039;Brien,2023,2024,DEF,2369,931,0.12,0.081,0.065,0.065
Jakub Kiwior,2021,2022,MID,1964,1878,0.016,0.036,0.037,0.03
Jakub Kiwior,2022,2023,DEF,1878,953,0.036,0.113,0.03,0.086
Jakub Kiwior,2023,2024,FWD,953,382,0.113,0.017,0.086,0.014
Jakub Moder,2020,2021,MID,643,1709,0.128,0.163,0.029,0.136
Jamaal Lascelles,2017,2018,DEF,2929,2751,0.046,0.013,0.011,0.039
Jamaal Lascelles,2018,2019,DEF,2751,2084,0.013,0.019,0.039,0.006
Jamaal Lascelles,2019,2020,DEF,2084,1633,0.019,0.042,0.006,0.004
Jamaal Lascelles,2020,2021,DEF,1633,2052,0.042,0.059,0.004,0.01
James Garner,2022,2023,MID,777,3016,0.096,0.066,0.052,0.158
James Garner,2023,2024,MID,3016,954,0.066,0.018,0.158,0.1
James Justin,2019,2020,DEF,1005,2070,0.024,0.066,0.097,0.09
James Justin,2020,2021,DEF,2070,993,0.066,0.048,0.09,0.077
James Justin,2021,2022,DEF,993,1257,0.048,0.01,0.077,0.022
James Maddison,2018,2019,MID,2877,2632,0.231,0.172,0.248,0.197
James Maddison,2019,2020,FWD,2632,2123,0.172,0.162,0.197,0.228
James Maddison,2020,2021,MID,2123,2480,0.162,0.236,0.228,0.206
James Maddison,2021,2022,MID,2480,2485,0.236,0.307,0.206,0.282
James Maddison,2022,2023,MID,2485,2206,0.307,0.257,0.282,0.291
James Maddison,2023,2024,MID,2206,1723,0.257,0.305,0.291,0.302
James Milner,2014,2015,MID,1732,2428,0.297,0.126,0.258,0.2
James Milner,2015,2016,MID,2428,3170,0.126,0.209,0.2,0.112
James Milner,2016,2017,DEF,3170,1734,0.209,0.059,0.112,0.178
James Milner,2017,2018,MID,1734,1775,0.059,0.17,0.178,0.286
James Milner,2018,2019,FWD,1775,895,0.17,0.218,0.286,0.094
James Milner,2019,2020,MID,895,1037,0.218,0.031,0.094,0.069
James Milner,2020,2021,FWD,1037,836,0.031,0.037,0.069,0.235
James Milner,2021,2022,FWD,836,841,0.037,0.041,0.235,0.174
James Milner,2022,2023,MID,841,788,0.041,0.033,0.174,0.17
James Tarkowski,2016,2017,DEF,536,2790,0.103,0.029,0.063,0.035
James Tarkowski,2017,2018,DEF,2790,3086,0.029,0.106,0.035,0.006
James Tarkowski,2018,2019,DEF,3086,3420,0.106,0.069,0.006,0.094
James Tarkowski,2019,2020,DEF,3420,3240,0.069,0.085,0.094,0.026
James Tarkowski,2020,2021,DEF,3240,3108,0.085,0.086,0.026,0.014
James Tarkowski,2021,2022,DEF,3108,3420,0.086,0.079,0.014,0.091
James Tarkowski,2022,2023,DEF,3420,3420,0.079,0.088,0.091,0.078
James Tarkowski,2023,2024,DEF,3420,2694,0.088,0.04,0.078,0.069
James Tomkins,2014,2015,FWD,1858,1979,0.105,0.018,0.098,0.073
James Tomkins,2015,2016,DEF,1979,1984,0.018,0.182,0.073,0.005
James Tomkins,2016,2017,DEF,1984,2386,0.182,0.102,0.005,0.003
James Tomkins,2017,2018,DEF,2386,2566,0.102,0.032,0.003,0.048
James Tomkins,2018,2019,DEF,2566,1589,0.032,0.06,0.048,0.007
James Tomkins,2019,2020,DEF,1589,553,0.06,0.02,0.007,0.018
James Tomkins,2020,2021,DEF,553,540,0.02,0.115,0.018,0.059
James Tomkins,2021,2022,FWD,540,340,0.115,0.193,0.059,0.0
James Ward-Prowse,2014,2015,FWD,1488,1505,0.178,0.124,0.237,0.28
James Ward-Prowse,2015,2016,FWD,1505,1886,0.124,0.222,0.28,0.138
James Ward-Prowse,2016,2017,MID,1886,1714,0.222,0.121,0.138,0.207
James Ward-Prowse,2017,2018,FWD,1714,1940,0.121,0.158,0.207,0.152
James Ward-Prowse,2018,2019,MID,1940,3420,0.158,0.186,0.152,0.152
James Ward-Prowse,2019,2020,MID,3420,3420,0.186,0.143,0.152,0.107
James Ward-Prowse,2020,2021,MID,3420,3222,0.143,0.142,0.107,0.179
James Ward-Prowse,2021,2022,MID,3222,3378,0.142,0.144,0.179,0.161
James Ward-Prowse,2022,2023,MID,3378,3025,0.144,0.168,0.161,0.241
James Ward-Prowse,2023,2024,MID,3025,890,0.168,0.013,0.241,0.125
Jamie Vardy,2014,2015,FWD,2261,3154,0.313,0.632,0.206,0.179
Jamie Vardy,2015,2016,FWD,3154,2822,0.632,0.317,0.179,0.149
Jamie Vardy,2016,2017,FWD,2822,3269,0.317,0.42,0.149,0.1
Jamie Vardy,2017,2018,FWD,3269,2740,0.42,0.628,0.1,0.169
Jamie Vardy,2018,2019,FWD,2740,3034,0.628,0.561,0.169,0.189
Jamie Vardy,2019,2020,FWD,3034,2848,0.561,0.63,0.189,0.161
Jamie Vardy,2020,2021,FWD,2848,1807,0.63,0.498,0.161,0.08
Jamie Vardy,2021,2022,FWD,1807,1832,0.498,0.326,0.08,0.085
Jan Bednarek,2017,2018,DEF,429,2150,0.059,0.035,0.0,0.026
Jan Bednarek,2018,2019,DEF,2150,3059,0.035,0.031,0.026,0.032
Jan Bednarek,2019,2020,DEF,3059,3111,0.031,0.014,0.032,0.034
Jan Bednarek,2020,2021,DEF,3111,2637,0.014,0.095,0.034,0.012
Jan Bednarek,2021,2022,DEF,2637,1772,0.095,0.017,0.012,0.007
Jan Paul van Hecke,2023,2024,DEF,2365,2422,0.06,0.032,0.019,0.055
Jannik Vestergaard,2014,2015,DEF,1434,2970,0.071,0.054,0.0,0.006
Jannik Vestergaard,2015,2016,DEF,2970,2650,0.054,0.123,0.006,0.025
Jannik Vestergaard,2016,2017,DEF,2650,2880,0.123,0.061,0.025,0.022
Jannik Vestergaard,2017,2018,DEF,2880,2033,0.061,0.03,0.022,0.023
Jannik Vestergaard,2018,2019,DEF,2033,1500,0.03,0.041,0.023,0.045
Jannik Vestergaard,2019,2020,DEF,1500,2571,0.041,0.074,0.045,0.026
Jannik Vestergaard,2020,2021,DEF,2571,561,0.074,0.006,0.026,0.011
Jarrad Branthwaite,2023,2024,DEF,3122,1894,0.055,0.042,0.027,0.018
Jarrod Bowen,2019,2020,MID,935,2599,0.223,0.277,0.251,0.181
Jarrod Bowen,2020,2021,MID,2599,3003,0.277,0.387,0.181,0.174
Jarrod Bowen,2021,2022,MID,3003,3245,0.387,0.277,0.174,0.192
Jarrod Bowen,2022,2023,FWD,3245,3026,0.277,0.401,0.192,0.191
Jarrod Bowen,2023,2024,MID,3026,2381,0.401,0.281,0.191,0.236
Jason Steele,2022,2023,GK,1350,1530,0.0,0.0,0.013,0.0
Jay Rodriguez,2015,2016,FWD,328,866,0.464,0.495,0.027,0.053
Jay Rodriguez,2016,2017,FWD,866,2845,0.495,0.242,0.053,0.058
Jay Rodriguez,2019,2020,FWD,1987,1237,0.406,0.217,0.035,0.088
Jay Rodriguez,2020,2021,FWD,1237,1356,0.217,0.322,0.088,0.126
Jean-Clair Todibo,2018,2019,DEF,993,446,0.017,0.026,0.01,0.005
Jean-Clair Todibo,2019,2020,DEF,446,1334,0.026,0.056,0.005,0.004
Jean-Clair Todibo,2020,2021,DEF,1334,3122,0.056,0.079,0.004,0.022
Jean-Clair Todibo,2021,2022,DEF,3122,2871,0.079,0.026,0.022,0.005
Jean-Clair Todibo,2022,2023,DEF,2871,2661,0.026,0.027,0.005,0.049
Jean-Clair Todibo,2023,2024,DEF,2661,1141,0.027,0.012,0.049,0.002
Jean-Philippe Mateta,2018,2019,FWD,2505,1062,0.483,0.472,0.104,0.109
Jean-Philippe Mateta,2019,2020,FWD,1062,1221,0.472,0.644,0.109,0.1
Jean-Philippe Mateta,2020,2021,FWD,1221,1153,0.644,0.456,0.1,0.056
Jean-Philippe Mateta,2021,2022,FWD,1153,717,0.456,0.415,0.056,0.051
Jean-Philippe Mateta,2022,2023,FWD,717,2303,0.415,0.48,0.051,0.138
Jean-Philippe Mateta,2023,2024,FWD,2303,2282,0.48,0.529,0.138,0.142
Jean-Ricner Bellegarde,2019,2020,MID,1515,2110,0.046,0.108,0.059,0.108
Jean-Ricner Bellegarde,2020,2021,MID,2110,2326,0.108,0.093,0.108,0.138
Jean-Ricner Bellegarde,2021,2022,FWD,2326,2443,0.093,0.088,0.138,0.197
Jean-Ricner Bellegarde,2022,2023,FWD,2443,1208,0.088,0.145,0.197,0.171
Jean-Ricner Bellegarde,2023,2024,MID,1208,1400,0.145,0.104,0.171,0.211
Jefferson Lerma,2017,2018,FWD,2142,2527,0.043,0.039,0.065,0.036
Jefferson Lerma,2018,2019,MID,2527,2724,0.039,0.027,0.036,0.051
Jefferson Lerma,2022,2023,MID,3263,2413,0.087,0.089,0.072,0.091
Jefferson Lerma,2023,2024,FWD,2413,1625,0.089,0.042,0.091,0.07
Jeffrey Schlupp,2014,2015,MID,2557,1383,0.081,0.129,0.054,0.144
Jeffrey Schlupp,2015,2016,FWD,1383,1129,0.129,0.008,0.144,0.031
Jeffrey Schlupp,2016,2017,DEF,1129,1753,0.008,0.053,0.031,0.06
Jeffrey Schlupp,2017,2018,FWD,1753,1650,0.053,0.18,0.06,0.077
Jeffrey Schlupp,2018,2019,MID,1650,1035,0.18,0.19,0.077,0.083
Jeffrey Schlupp,2019,2020,MID,1035,1424,0.19,0.127,0.083,0.163
Jeffrey Schlupp,2020,2021,FWD,1424,1836,0.127,0.178,0.163,0.1
Jeffrey Schlupp,2021,2022,MID,1836,2562,0.178,0.121,0.1,0.081
Jeffrey Schlupp,2022,2023,MID,2562,1370,0.121,0.124,0.081,0.143
Jens Cajuste,2021,2022,FWD,365,1500,0.438,0.099,0.019,0.056
Jens Cajuste,2022,2023,MID,1500,986,0.099,0.132,0.056,0.122
Jens Cajuste,2023,2024,MID,986,1575,0.132,0.022,0.122,0.022
Jesper Lindstrom,2021,2022,MID,2006,1729,0.324,0.297,0.262,0.151
Jesper Lindstrom,2022,2023,MID,1729,476,0.297,0.139,0.151,0.267
Jesper Lindstrom,2023,2024,FWD,476,1279,0.139,0.142,0.267,0.203
Jhon Durán,2023,2024,FWD,394,563,0.445,0.815,0.049,0.038
Joachim Andersen,2017,2018,DEF,544,2880,0.011,0.026,0.0,0.021
Joachim Andersen,2018,2019,DEF,2880,1531,0.026,0.06,0.021,0.007
Joachim Andersen,2019,2020,DEF,1531,2922,0.06,0.057,0.007,0.014
Joachim Andersen,2020,2021,FWD,2922,2917,0.057,0.015,0.014,0.043
Joachim Andersen,2021,2022,DEF,2917,2786,0.015,0.06,0.043,0.046
Joachim Andersen,2022,2023,DEF,2786,3420,0.06,0.064,0.046,0.076
Joachim Andersen,2023,2024,DEF,3420,1958,0.064,0.018,0.076,0.012
Joe Rothwell,2022,2023,MID,1028,370,0.013,0.012,0.105,0.033
Joe Willock,2019,2020,MID,819,1215,0.255,0.377,0.115,0.054
Joe Willock,2020,2021,MID,1215,2063,0.377,0.16,0.054,0.049
Joe Willock,2021,2022,MID,2063,2634,0.16,0.248,0.049,0.252
Joe Willock,2022,2023,MID,2634,419,0.248,0.225,0.252,0.096
Joe Willock,2023,2024,MID,419,807,0.225,0.118,0.096,0.215
Joe Worrall,2022,2023,DEF,2210,440,0.037,0.017,0.023,0.026
Joel Matip,2014,2015,DEF,1548,3060,0.166,0.093,0.018,0.049
Joel Matip,2015,2016,DEF,3060,2453,0.093,0.114,0.049,0.019
Joel Matip,2016,2017,DEF,2453,1993,0.114,0.106,0.019,0.026
Joel Matip,2017,2018,DEF,1993,1535,0.106,0.053,0.026,0.011
Joel Matip,2018,2019,DEF,1535,706,0.053,0.038,0.011,0.002
Joel Matip,2019,2020,DEF,706,701,0.038,0.101,0.002,0.152
Joel Matip,2020,2021,DEF,701,2790,0.101,0.088,0.152,0.067
Joel Matip,2021,2022,DEF,2790,1095,0.088,0.053,0.067,0.027
Joel Matip,2022,2023,DEF,1095,798,0.053,0.063,0.027,0.006
Joel Ward,2014,2015,DEF,3330,2694,0.008,0.038,0.024,0.06
