fpl_player_name,fpl_web_name,fpl_team_id,match_status,matched_fc26_name
Sam Johnstone,Johnstone,20,MATCHED,Sam Johnstone
Rayan Aït-Nouri,Aït-Nouri,20,MATCHED,Rayan Aït-Nouri
Boubacar Traoré,B.Traore,20,MATCHED,Boubacar Traoré
Jean-Ricner Bellegarde,Bellegarde,20,MATCHED,Jean-Ricner Bellegarde
Daniel Bentley,Bentley,20,MATCHED,Daniel Bentley
Francisco Jorge Tomás Oliveira,Chiquinho,20,MATCHED,Chiquinho
Tawanda Chirewa,Chirewa,20,MATCHED,Tawanda Chirewa
Leon Chiwome,Chiwome,20,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Luke Cundle,Cundle,20,MATCHED,Luke Cundle
Matheus Santos Carneiro Da Cunha,Cunha,20,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Craig Dawson,Dawson,20,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Matt Doherty,Doherty,20,MATCHED,Matt Doherty
Tommy Doyle,Doyle,20,MATCHED,Tommy Doyle
Fábio Silva,Fábio Silva,20,MATCHED,Fábio Silva
Nathan Fraser,Fraser,20,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Enso González,Gonzalez,20,MATCHED,Enso González
Gonçalo Manuel Ganchinho Guedes,Guedes,20,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Hugo Bueno López,H.Bueno,20,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Hwang Hee-chan,Hee Chan,20,MATCHED,Hwang Hee Chan
Joe Hodge,Hodge,20,MATCHED,Joe Hodge
Ki-Jana Hoever,Hoever,20,MATCHED,Ki-Jana Hoever
João Victor Gomes da Silva,J.Gomes,20,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
José Malheiro de Sá,José Sá,20,MATCHED,José Sá
Saša Kalajdžić,Kalajdžić,20,MATCHED,Saša Kalajdžić
Tom King,King,20,MATCHED,Tom King
Mario Lemina,Mario Jr.,20,MATCHED,Mario Lemina
Yerson Mosquera,Mosquera,20,MATCHED,Yerson Mosquera
Nélson Cabral Semedo,N.Semedo,20,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Pedro Cardoso de Lima,Pedro Lima,20,MATCHED,Pedro Lima
Daniel Castelo Podence,Podence,20,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Rodrigo Martins Gomes,R.Gomes,20,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Santiago Bueno,S.Bueno,20,MATCHED,Santiago Bueno
Pablo Sarabia,Sarabia,20,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Jørgen Strand Larsen,Strand Larsen,20,MATCHED,Jørgen Strand Larsen
Toti António Gomes,Toti,20,MATCHED,Toti
Bastien Meupiyou,Meupiyou,20,MATCHED,Bastien Meupiyou
André Trindade da Costa Neto,André,20,MATCHED,André
Carlos Roberto Forbs Borges,Forbs,20,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Alfie Pond,Pond,20,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Tom Edozie,Edozie,20,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Wes Okoduwa,Okoduwa,20,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Emmanuel Agbadou,Agbadou,20,MATCHED,Emmanuel Agbadou
Vítor Manuel de Oliveira Lopes Pereira,Pereira,20,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Nasser Djiga,Djiga,20,MATCHED,Nasser Djiga
Marshall Munetsi,Munetsi,20,MATCHED,Marshall Munetsi
Mateus Mané,Mané,20,MATCHED,Mateus Mané
