canonical_player_id,season,fpl_id,fc_id,fpl_name,fpl_web_name,matched_fc_name,team_id,match_confidence,mapping_method
1917,2024-25,202,228295,Rob Holding,Holding,Rob Holding,7,EXACT,Deterministic Normalized Name Match
1918,2024-25,203,206516,Will Hughes,Hughes,Will Hughes,7,EXACT,Deterministic Normalized Name Match
1919,2024-25,205,232730,Daichi Kamada,Kamada,Daichi Kamada,7,EXACT,Deterministic Normalized Name Match
1920,2024-25,206,N/A,Jefferson Lerma SolÃ­s,Lerma,Jefferson Lerma SolÃ­s,7,UNMATCHED_RESERVE,Deterministic Normalized Name Match
1921,2024-25,207,236461,Jean-Philippe Mateta,Mateta,Jean-Philippe Mateta,7,EXACT,Deterministic Normalized Name Match
1922,2024-25,208,N/A,Matheus FranÃ§a de Oliveira,M.FranÃ§a,Matheus FranÃ§a de Oliveira,7,UNMATCHED_RESERVE,Deterministic Normalized Name Match
1923,2024-25,209,203824,Remi Matthews,Matthews,Remi Matthews,7,EXACT,Deterministic Normalized Name Match
1924,2024-25,210,240947,Tyrick Mitchell,Mitchell,Tyrick Mitchell,7,EXACT,Deterministic Normalized Name Match
1925,2024-25,211,237646,Daniel MuÃ±oz,MuÃ±oz,Daniel Muñoz,7,EXACT,Deterministic Normalized Name Match
1926,2024-25,212,273693,David Ozoh,Ozoh,David Ozoh,7,EXACT,Deterministic Normalized Name Match
1927,2024-25,213,264035,Jesurun Rak-Sakyi,Rak-Sakyi,Jesurun Rak-Sakyi,7,EXACT,Deterministic Normalized Name Match
1928,2024-25,214,200759,Jeffrey Schlupp,Schlupp,Jeffrey Schlupp,7,EXACT,Deterministic Normalized Name Match
1929,2024-25,215,N/A,Joel Ward,Ward,Joel Ward,7,UNMATCHED_RESERVE,Deterministic Normalized Name Match
1930,2024-25,216,259240,Adam Wharton,Wharton,Adam Wharton,7,EXACT,Deterministic Normalized Name Match
1931,2024-25,445,233267,Matt Turner,Turner,Matt Turner,7,EXACT,Deterministic Normalized Name Match
1932,2024-25,585,235353,IsmaÃ¯la Sarr,I.Sarr,Ismaïla Sarr,7,EXACT,Deterministic Normalized Name Match
1933,2024-25,644,N/A,Franco Umeh-Chibueze,Umeh-Chibueze,Franco Umeh-Chibueze,7,UNMATCHED_RESERVE,Deterministic Normalized Name Match
1934,2024-25,645,73895,Justin Devenny,Devenny,Justin Devenny,7,EXACT,Deterministic Normalized Name Match
1935,2024-25,646,N/A,Asher Agbinone,Agbinone,Asher Agbinone,7,UNMATCHED_RESERVE,Deterministic Normalized Name Match
1936,2024-25,647,N/A,Kaden Rodney,Rodney,Kaden Rodney,7,UNMATCHED_RESERVE,Deterministic Normalized Name Match
1937,2024-25,650,244067,Maxence Lacroix,Lacroix,Maxence Lacroix,7,EXACT,Deterministic Normalized Name Match
1938,2024-25,666,73896,Caleb Kporha,Kporha,Caleb Kporha,7,EXACT,Deterministic Normalized Name Match
1939,2024-25,676,N/A,Zach Marsh,Marsh,Zach Marsh,7,UNMATCHED_RESERVE,Deterministic Normalized Name Match
1940,2024-25,730,273616,Romain Esse,Esse,Romain Esse,7,EXACT,Deterministic Normalized Name Match
1941,2024-25,741,N/A,Oliver Glasner,Glasner,Oliver Glasner,7,UNMATCHED_RESERVE,Deterministic Normalized Name Match
1942,2024-25,156,256268,Armando Broja,Broja,Armando Broja,8,EXACT,Deterministic Normalized Name Match
1943,2024-25,217,208135,Abdoulaye DoucourÃ©,A.Doucoure,Abdoulaye Doucouré,8,EXACT,Deterministic Normalized Name Match
1944,2024-25,218,251892,Norberto Bercique Gomes Betuncal,Beto,Beto,8,HIGH_CONFIDENCE,Deterministic Normalized Name Match
1945,2024-25,219,247649,Jarrad Branthwaite,Branthwaite,Jarrad Branthwaite,8,EXACT,Deterministic Normalized Name Match
1946,2024-25,220,221479,Dominic Calvert-Lewin,Calvert-Lewin,Dominic Calvert-Lewin,8,EXACT,Deterministic Normalized Name Match
1947,2024-25,221,180216,SÃ©amus Coleman,Coleman,Séamus Coleman,8,EXACT,Deterministic Normalized Name Match
1948,2024-25,222,76411,Idrissa Gueye,Gana,Idrissa Gueye,8,EXACT,Deterministic Normalized Name Match
1949,2024-25,223,243657,James Garner,Garner,James Garner,8,EXACT,Deterministic Normalized Name Match
1950,2024-25,224,232080,Jack Harrison,Harrison,Jack Harrison,8,EXACT,Deterministic Normalized Name Match
1951,2024-25,225,N/A,Mason Holgate,Holgate,Mason Holgate,8,UNMATCHED_RESERVE,Deterministic Normalized Name Match
1952,2024-25,226,266609,Tim Iroegbunam,Iroegbunam,Tim Iroegbunam,8,EXACT,Deterministic Normalized Name Match
1953,2024-25,227,N/A,JoÃ£o Neves VirgÃ­nia,J.Virginia,JoÃ£o Neves VirgÃ­nia,8,UNMATCHED_RESERVE,Deterministic Normalized Name Match
1954,2024-25,228,207599,Michael Keane,Keane,Michael Keane,8,EXACT,Deterministic Normalized Name Match
1955,2024-25,229,211784,Neal Maupay,Maupay,Neal Maupay,8,EXACT,Deterministic Normalized Name Match
1956,2024-25,230,243282,Dwight McNeil,McNeil,Dwight McNeil,8,EXACT,Deterministic Normalized Name Match
1957,2024-25,231,N/A,Vitalii Mykolenko,Mykolenko,Vitalii Mykolenko,8,UNMATCHED_RESERVE,Deterministic Normalized Name Match
1958,2024-25,232,261188,Iliman Ndiaye,Ndiaye,Iliman Ndiaye,8,EXACT,Deterministic Normalized Name Match
1959,2024-25,234,257896,Nathan Patterson,Patterson,Nathan Patterson,8,EXACT,Deterministic Normalized Name Match
1960,2024-25,235,204935,Jordan Pickford,Pickford,Jordan Pickford,8,EXACT,Deterministic Normalized Name Match
1961,2024-25,236,202695,James Tarkowski,Tarkowski,James Tarkowski,8,EXACT,Deterministic Normalized Name Match
1962,2024-25,237,N/A,Youssef Ramalho Chermiti,Y. Chermiti,Youssef Ramalho Chermiti,8,UNMATCHED_RESERVE,Deterministic Normalized Name Match
1963,2024-25,238,152908,Ashley Young,Young,Ashley Young,8,EXACT,Deterministic Normalized Name Match
1964,2024-25,450,N/A,Carlos Alcaraz DurÃ¡n,Alcaraz,Carlos Alcaraz DurÃ¡n,8,UNMATCHED_RESERVE,Deterministic Normalized Name Match
1965,2024-25,577,245741,Jesper LindstrÃ¸m,LindstrÃ¸m,Jesper Lindstrøm,8,EXACT,Deterministic Normalized Name Match
1966,2024-25,582,253510,Jake O'Brien,O'Brien,Jake O'Brien,8,EXACT,Deterministic Normalized Name Match
1967,2024-25,603,74413,Harrison Armstrong,Armstrong,Harrison Armstrong,8,EXACT,Deterministic Normalized Name Match
1968,2024-25,614,279625,Jenson Metcalfe,Metcalfe,Jenson Metcalfe,8,EXACT,Deterministic Normalized Name Match
1969,2024-25,624,N/A,Asmir Begovic,Begovic,Asmir Begovic,8,UNMATCHED_RESERVE,Deterministic Normalized Name Match
1970,2024-25,627,N/A,Roman Dixon,Dixon,Roman Dixon,8,UNMATCHED_RESERVE,Deterministic Normalized Name Match
1971,2024-25,651,234078,Orel Mangala,Mangala,Orel Mangala,8,EXACT,Deterministic Normalized Name Match
1972,2024-25,678,N/A,Callum Bates,Bates,Callum Bates,8,UNMATCHED_RESERVE,Deterministic Normalized Name Match
1973,2024-25,724,N/A,Martin Sherif,Sherif,Martin Sherif,8,UNMATCHED_RESERVE,Deterministic Normalized Name Match
1974,2024-25,742,N/A,David Moyes,Moyes,David Moyes,8,UNMATCHED_RESERVE,Deterministic Normalized Name Match
1975,2024-25,773,N/A,Isaac Heath,Heath,Isaac Heath,8,UNMATCHED_RESERVE,Deterministic Normalized Name Match
1976,2024-25,775,N/A,Coby Ebere,Coby Ebere,Coby Ebere,8,UNMATCHED_RESERVE,Deterministic Normalized Name Match
1977,2024-25,803,N/A,Reece Welch,Welch,Reece Welch,8,UNMATCHED_RESERVE,Deterministic Normalized Name Match
1978,2024-25,10,231448,Reiss Nelson,Nelson,Reiss Nelson,9,EXACT,Deterministic Normalized Name Match
1979,2024-25,19,240273,Emile Smith Rowe,Smith Rowe,Emile Smith Rowe,9,EXACT,Deterministic Normalized Name Match
1980,2024-25,191,224221,Joachim Andersen,Andersen,Joachim Andersen,9,EXACT,Deterministic Normalized Name Match
1981,2024-25,239,193177,Adama TraorÃ©,Adama,Adama Traoré,9,EXACT,Deterministic Normalized Name Match
1982,2024-25,240,N/A,Andreas Hoelgebaum Pereira,Andreas,Andreas Hoelgebaum Pereira,9,UNMATCHED_RESERVE,Deterministic Normalized Name Match
1983,2024-25,241,241436,Calvin Bassey,Bassey,Calvin Bassey,9,EXACT,Deterministic Normalized Name Match
1984,2024-25,242,241076,Steven Benda,Benda,Steven Benda,9,EXACT,Deterministic Normalized Name Match
1985,2024-25,243,195202,Tom Cairney,Cairney,Tom Cairney,9,EXACT,Deterministic Normalized Name Match
1986,2024-25,244,222501,Timothy Castagne,Castagne,Timothy Castagne,9,EXACT,Deterministic Normalized Name Match
1987,2024-25,245,231633,Issa Diop,Diop,Issa Diop,9,EXACT,Deterministic Normalized Name Match
1988,2024-25,246,270937,Luke Harris,Harris,Luke Harris,9,EXACT,Deterministic Normalized Name Match
1989,2024-25,247,213655,Alex Iwobi,Iwobi,Alex Iwobi,9,EXACT,Deterministic Normalized Name Match
1990,2024-25,248,192563,Bernd Leno,Leno,Bernd Leno,9,EXACT,Deterministic Normalized Name Match
1991,2024-25,249,236699,SaÅ¡a LukiÄ,LukiÄ,Saša Lukić,9,EXACT,Deterministic Normalized Name Match
1992,2024-25,250,210625,Kevin Mbabu,Mbabu,Kevin Mbabu,9,EXACT,Deterministic Normalized Name Match
1993,2024-25,251,N/A,Rodrigo Muniz Carvalho,Muniz,Rodrigo Muniz Carvalho,9,UNMATCHED_RESERVE,Deterministic Normalized Name Match
1994,2024-25,252,204838,RaÃºl JimÃ©nez,RaÃºl,Raúl Jiménez,9,EXACT,Deterministic Normalized Name Match
1995,2024-25,253,198261,Tim Ream,Ream,Tim Ream,9,EXACT,Deterministic Normalized Name Match
1996,2024-25,254,205990,Harrison Reed,Reed,Harrison Reed,9,EXACT,Deterministic Normalized Name Match
1997,2024-25,255,229348,Antonee Robinson,Robinson,Antonee Robinson,9,EXACT,Deterministic Normalized Name Match
1998,2024-25,256,255206,Jay Stansfield,Stansfield,Jay Stansfield,9,EXACT,Deterministic Normalized Name Match
1999,2024-25,257,216266,Kenny Tete,Tete,Kenny Tete,9,EXACT,Deterministic Normalized Name Match
2000,2024-25,258,N/A,Carlos VinÃ­cius Alves Morais,Vinicius,Carlos VinÃ­cius Alves Morais,9,UNMATCHED_RESERVE,Deterministic Normalized Name Match
2001,2024-25,259,220710,Harry Wilson,Wilson,Harry Wilson,9,EXACT,Deterministic Normalized Name Match
2002,2024-25,579,235883,Ryan Sessegnon,Sessegnon,Ryan Sessegnon,9,EXACT,Deterministic Normalized Name Match
2003,2024-25,586,N/A,Jorge Cuenca Barreno,J.Cuenca,Jorge Cuenca Barreno,9,UNMATCHED_RESERVE,Deterministic Normalized Name Match
2004,2024-25,604,70786,Josh King,King,Josh King,9,EXACT,Deterministic Normalized Name Match
2005,2024-25,605,271940,Martial Godo,Godo,Martial Godo,9,EXACT,Deterministic Normalized Name Match
2006,2024-25,622,228092,Sander Berge,Berge,Sander Berge,9,EXACT,Deterministic Normalized Name Match
2007,2024-25,690,N/A,Samuel Amissah,Amissah,Samuel Amissah,9,UNMATCHED_RESERVE,Deterministic Normalized Name Match
2008,2024-25,753,N/A,Marco Alexandre Saraiva da Silva,Silva,Marco Alexandre Saraiva da Silva,9,UNMATCHED_RESERVE,Deterministic Normalized Name Match
2009,2024-25,772,N/A,Willian Borges da Silva,Willian,Willian Borges da Silva,9,UNMATCHED_RESERVE,Deterministic Normalized Name Match
2010,2024-25,121,N/A,Julio Enciso,Enciso,Julio Enciso,10,UNMATCHED_RESERVE,Deterministic Normalized Name Match
2011,2024-25,260,263376,Ali Al-Hamadi,Al-Hamadi,Ali Al Hamadi,10,EXACT,Deterministic Normalized Name Match
2012,2024-25,261,260798,Elkan Baggott,Baggott,Elkan Baggott,10,EXACT,Deterministic Normalized Name Match
2013,2024-25,262,232545,Nathan Broadhead,Broadhead,Nathan Broadhead,10,EXACT,Deterministic Normalized Name Match
2014,2024-25,263,216744,Cameron Burgess,Burgess,Cameron Burgess,10,EXACT,Deterministic Normalized Name Match
2015,2024-25,264,212484,Wes Burns,Burns,Wes Burns,10,EXACT,Deterministic Normalized Name Match
2016,2024-25,265,225667,Conor Chaplin,Chaplin,Conor Chaplin,10,EXACT,Deterministic Normalized Name Match
2017,2024-25,266,245729,Harry Clarke,H.Clarke,Harry Clarke,10,EXACT,Deterministic Normalized Name Match
2018,2024-25,267,246685,Leif Davis,Davis,Leif Davis,10,EXACT,Deterministic Normalized Name Match
2019,2024-25,268,259031,Liam Delap,Delap,Liam Delap,10,EXACT,Deterministic Normalized Name Match
2020,2024-25,269,228888,George Edmundson,Edmundson,George Edmundson,10,EXACT,Deterministic Normalized Name Match
2021,2024-25,270,248602,Jacob Greaves,Greaves,Jacob Greaves,10,EXACT,Deterministic Normalized Name Match
2022,2024-25,271,N/A,Marcus Myers-Harness,Harness,Marcus Myers-Harness,10,UNMATCHED_RESERVE,Deterministic Normalized Name Match
2023,2024-25,272,233602,George Hirst,Hirst,George Hirst,10,EXACT,Deterministic Normalized Name Match
2024,2024-25,273,223963,Cameron Humphreys,Humphreys,Cameron Humphreys,10,EXACT,Deterministic Normalized Name Match
2025,2024-25,274,N/A,Omari Giraud-Hutchinson,Hutchinson,Omari Giraud-Hutchinson,10,UNMATCHED_RESERVE,Deterministic Normalized Name Match
2026,2024-25,275,241842,Ben Johnson,Johnson,Ben Johnson,10,EXACT,Deterministic Normalized Name Match
2027,2024-25,276,208989,Freddie Ladapo,Ladapo,Freddie Ladapo,10,EXACT,Deterministic Normalized Name Match
2028,2024-25,277,205347,Massimo Luongo,Luongo,Massimo Luongo,10,EXACT,Deterministic Normalized Name Match
2029,2024-25,278,N/A,Sam Morsy,Morsy,Sam Morsy,10,UNMATCHED_RESERVE,Deterministic Normalized Name Match
2030,2024-25,279,247528,Corrie Ndaba,Ndaba,Corrie Ndaba,10,EXACT,Deterministic Normalized Name Match
2031,2024-25,280,264645,Cieran Slicker,Slicker,Cieran Slicker,10,EXACT,Deterministic Normalized Name Match
2032,2024-25,281,233851,Jack Taylor,Taylor,Jack Taylor,10,EXACT,Deterministic Normalized Name Match
2033,2024-25,282,231485,Axel Tuanzebe,Tuanzebe,Axel Tuanzebe,10,EXACT,Deterministic Normalized Name Match
2034,2024-25,283,206561,Christian Walton,Walton,Christian Walton,10,EXACT,Deterministic Normalized Name Match
2035,2024-25,284,240500,Luke Woolfenden,Woolfenden,Luke Woolfenden,10,EXACT,Deterministic Normalized Name Match
2036,2024-25,359,224081,Kalvin Phillips,Phillips,Kalvin Phillips,10,EXACT,Deterministic Normalized Name Match
2037,2024-25,568,N/A,Arijanet Muric,Muric,Arijanet Muric,10,UNMATCHED_RESERVE,Deterministic Normalized Name Match
2038,2024-25,569,261336,Jaden Philogene,Jaden,Jaden Philogene,10,EXACT,Deterministic Normalized Name Match
2039,2024-25,583,203751,Conor Townsend,Townsend,Conor Townsend,10,EXACT,Deterministic Normalized Name Match
2040,2024-25,611,N/A,Sam Szmodics,Szmodics,Sam Szmodics,10,UNMATCHED_RESERVE,Deterministic Normalized Name Match
2041,2024-25,619,N/A,Jens Cajuste,Cajuste,Jens Cajuste,10,UNMATCHED_RESERVE,Deterministic Normalized Name Match
2042,2024-25,630,235405,Dara O'Shea,O'Shea,Dara O'Shea,10,EXACT,Deterministic Normalized Name Match
2043,2024-25,631,242908,Jack Clarke,J.Clarke,Jack Clarke,10,EXACT,Deterministic Normalized Name Match
2044,2024-25,632,231005,Chiedozie Ogbene,Ogbene,Chiedozie Ogbene,10,EXACT,Deterministic Normalized Name Match
2045,2024-25,715,225793,Ben Godfrey,Godfrey,Ben Godfrey,10,EXACT,Deterministic Normalized Name Match
2046,2024-25,743,N/A,Kieran McKenna,McKenna,Kieran McKenna,10,UNMATCHED_RESERVE,Deterministic Normalized Name Match
2047,2024-25,764,223909,Alex Palmer,Palmer,Alex Palmer,10,EXACT,Deterministic Normalized Name Match
2048,2024-25,799,N/A,Somto Boniface,Boniface,Somto Boniface,10,UNMATCHED_RESERVE,Deterministic Normalized Name Match
2049,2024-25,800,N/A,Tom Taylor,Tom Taylor,Tom Taylor,10,UNMATCHED_RESERVE,Deterministic Normalized Name Match
2050,2024-25,117,269495,Facundo Buonanotte,Buonanotte,Facundo Buonanotte,11,EXACT,Deterministic Normalized Name Match
2051,2024-25,192,197756,Jordan Ayew,J.Ayew,Jordan Ayew,11,EXACT,Deterministic Normalized Name Match
2052,2024-25,198,233866,Odsonne Edouard,Edouard,Odsonne Edouard,11,EXACT,Deterministic Normalized Name Match
2053,2024-25,285,239817,Boubakary SoumarÃ©,B.SoumarÃ©,Boubakary Soumaré,11,EXACT,Deterministic Normalized Name Match
2054,2024-25,286,272651,Tom Cannon,Cannon,Tom Cannon,11,EXACT,Deterministic Normalized Name Match
2055,2024-25,287,228332,Hamza Choudhury,Choudhury,Hamza Choudhury,11,EXACT,Deterministic Normalized Name Match
2056,2024-25,288,202048,Conor Coady,Coady,Conor Coady,11,EXACT,Deterministic Normalized Name Match
2057,2024-25,289,241202,Patson Daka,Daka,Patson Daka,11,EXACT,Deterministic Normalized Name Match
2058,2024-25,290,203502,Bobby De Cordova-Reid,De Cordova-Reid,Bobby De Cordova-Reid,11,EXACT,Deterministic Normalized Name Match
2059,2024-25,291,235036,Wout Faes,Faes,Wout Faes,11,EXACT,Deterministic Normalized Name Match
2060,2024-25,292,70162,Michael Golding,Golding,Michael Golding,11,EXACT,Deterministic Normalized Name Match
2061,2024-25,293,246158,Mads Hermansen,Hermansen,Mads Hermansen,11,EXACT,Deterministic Normalized Name Match
2062,2024-25,294,228410,Daniel Iversen,Iversen,Daniel Iversen,11,EXACT,Deterministic Normalized Name Match
2063,2024-25,295,231554,James Justin,Justin,James Justin,11,EXACT,Deterministic Normalized Name Match
2064,2024-25,296,259762,Victor Kristiansen,Kristiansen,Victor Kristiansen,11,EXACT,Deterministic Normalized Name Match
2065,2024-25,297,N/A,Wanya MarÃ§al-MadivÃ¡dua,Marcal,Wanya MarÃ§al-MadivÃ¡dua,11,UNMATCHED_RESERVE,Deterministic Normalized Name Match
2066,2024-25,298,225783,Stephy Mavididi,Mavididi,Stephy Mavididi,11,EXACT,Deterministic Normalized Name Match
2067,2024-25,299,265801,Kasey McAteer,McAteer,Kasey McAteer,11,EXACT,Deterministic Normalized Name Match
2068,2024-25,300,226790,Wilfred Ndidi,Ndidi,Wilfred Ndidi,11,EXACT,Deterministic Normalized Name Match
2069,2024-25,301,261281,Caleb Okoli,Okoli,Caleb Okoli,11,EXACT,Deterministic Normalized Name Match
2070,2024-25,302,N/A,Ricardo Barbosa Pereira,Ricardo,Ricardo Barbosa Pereira,11,UNMATCHED_RESERVE,Deterministic Normalized Name Match
2071,2024-25,303,229901,Harry Souttar,Souttar,Harry Souttar,11,EXACT,Deterministic Normalized Name Match
2072,2024-25,304,239772,Jakub Stolarczyk,Stolarczyk,Jakub Stolarczyk,11,EXACT,Deterministic Normalized Name Match
2073,2024-25,305,235059,Luke Thomas,Thomas,Luke Thomas,11,EXACT,Deterministic Normalized Name Match
2074,2024-25,306,N/A,Jamie Vardy,Vardy,Jamie Vardy,11,UNMATCHED_RESERVE,Deterministic Normalized Name Match
2075,2024-25,307,202849,Jannik Vestergaard,Vestergaard,Jannik Vestergaard,11,EXACT,Deterministic Normalized Name Match
2076,2024-25,308,207998,Danny Ward,Ward,Danny Ward,11,EXACT,Deterministic Normalized Name Match
2077,2024-25,309,222400,Harry Winks,Winks,Harry Winks,11,EXACT,Deterministic Normalized Name Match
2078,2024-25,501,241042,Oliver Skipp,Skipp,Oliver Skipp,11,EXACT,Deterministic Normalized Name Match
2079,2024-25,570,267680,Abdul Fatawu,A.Fatawu,Abdul Fatawu,11,EXACT,Deterministic Normalized Name Match
2080,2024-25,606,271218,Will Alves,Alves,Will Alves,11,EXACT,Deterministic Normalized Name Match
2081,2024-25,616,270944,Ben Nelson,Nelson,Ben Nelson,11,EXACT,Deterministic Normalized Name Match
2082,2024-25,635,257504,Bilal El Khannouss,El Khannouss,Bilal El Khannouss,11,EXACT,Deterministic Normalized Name Match
2083,2024-25,694,76053,Henry Cartwright,Cartwright,Henry Cartwright,11,EXACT,Deterministic Normalized Name Match
2084,2024-25,708,77053,Thomas Wilson-Brown,Wilson-Brown,Thomas Wilson-Brown,11,EXACT,Deterministic Normalized Name Match
2085,2024-25,726,251335,Woyo Coulibaly,Coulibaly,Woyo Coulibaly,11,EXACT,Deterministic Normalized Name Match
2086,2024-25,754,N/A,Ruud van Nistelrooij,Van Nistelrooy,Ruud van Nistelrooij,11,UNMATCHED_RESERVE,Deterministic Normalized Name Match
2087,2024-25,792,N/A,Jeremy Monga,Monga,Jeremy Monga,11,UNMATCHED_RESERVE,Deterministic Normalized Name Match
2088,2024-25,796,78229,Olabade Aluko,Olabade Aluko,Olabade Aluko,11,EXACT,Deterministic Normalized Name Match
2089,2024-25,797,78183,Jake Evans,Jake Evans,Jake Evans,11,EXACT,Deterministic Normalized Name Match
2090,2024-25,802,267868,Sammy Braybrooke,Braybrooke,Sammy Braybrooke,11,EXACT,Deterministic Normalized Name Match
2091,2024-25,310,N/A,Alisson Ramses Becker,A.Becker,Alisson Ramses Becker,12,UNMATCHED_RESERVE,Deterministic Normalized Name Match
2092,2024-25,311,231281,Trent Alexander-Arnold,Alexander-Arnold,Trent Alexander-Arnold,12,EXACT,Deterministic Normalized Name Match
2093,2024-25,312,N/A,Stefan BajÄetiÄ Maquieira,Bajcetic,Stefan BajÄetiÄ Maquieira,12,UNMATCHED_RESERVE,Deterministic Normalized Name Match
2094,2024-25,313,264298,Conor Bradley,Bradley,Conor Bradley,12,EXACT,Deterministic Normalized Name Match
2095,2024-25,315,271974,Bobby Clark,Clark,Bobby Clark,12,EXACT,Deterministic Normalized Name Match
2096,2024-25,316,N/A,Darwin NÃºÃ±ez Ribeiro,Darwin,Darwin NÃºÃ±ez Ribeiro,12,UNMATCHED_RESERVE,Deterministic Normalized Name Match
2097,2024-25,317,N/A,Diogo Teixeira da Silva,Diogo J.,Diogo Teixeira da Silva,12,UNMATCHED_RESERVE,Deterministic Normalized Name Match
2098,2024-25,318,266815,Ben Doak,Doak,Ben Doak,12,EXACT,Deterministic Normalized Name Match
2099,2024-25,319,246174,Harvey Elliott,Elliott,Harvey Elliott,12,EXACT,Deterministic Normalized Name Match
2100,2024-25,320,N/A,Endo Wataru,Endo,Endo Wataru,12,UNMATCHED_RESERVE,Deterministic Normalized Name Match
2101,2024-25,321,242516,Cody Gakpo,Gakpo,Cody Gakpo,12,EXACT,Deterministic Normalized Name Match
2102,2024-25,322,225100,Joe Gomez,Gomez,Joe Gomez,12,EXACT,Deterministic Normalized Name Match
2103,2024-25,323,246104,Ryan Gravenberch,Gravenberch,Ryan Gravenberch,12,EXACT,Deterministic Normalized Name Match
2104,2024-25,324,242434,Curtis Jones,Jones,Curtis Jones,12,EXACT,Deterministic Normalized Name Match
2105,2024-25,325,240913,Caoimhin Kelleher,Kelleher,Caoimhin Kelleher,12,EXACT,Deterministic Normalized Name Match
2106,2024-25,326,237678,Ibrahima KonatÃ©,KonatÃ©,Ibrahima Konaté,12,EXACT,Deterministic Normalized Name Match
2107,2024-25,327,241084,Luis DÃ­az,Luis DÃ­az,Luis Díaz,12,EXACT,Deterministic Normalized Name Match
2108,2024-25,328,209331,Mohamed Salah,M.Salah,Mohamed Salah,12,EXACT,Deterministic Normalized Name Match
2109,2024-25,329,239837,Alexis Mac Allister,Mac Allister,Alexis Mac Allister,12,EXACT,Deterministic Normalized Name Match
2110,2024-25,330,N/A,James McConnell,McConnell,James McConnell,12,UNMATCHED_RESERVE,Deterministic Normalized Name Match
2111,2024-25,331,265459,Tyler Morton,Morton,Tyler Morton,12,EXACT,Deterministic Normalized Name Match
2112,2024-25,332,N/A,Nathaniel Phillips,N.Phillips,Nathaniel Phillips,12,UNMATCHED_RESERVE,Deterministic Normalized Name Match
2113,2024-25,333,273651,Jarell Quansah,Quansah,Jarell Quansah,12,EXACT,Deterministic Normalized Name Match
2114,2024-25,334,247601,Rhys Williams,R.Williams,Rhys Williams,12,EXACT,Deterministic Normalized Name Match
2115,2024-25,335,216267,Andrew Robertson,Robertson,Andrew Robertson,12,EXACT,Deterministic Normalized Name Match
2116,2024-25,336,236772,Dominik Szoboszlai,Szoboszlai,Dominik Szoboszlai,12,EXACT,Deterministic Normalized Name Match
2117,2024-25,337,N/A,Konstantinos Tsimikas,Tsimikas,Konstantinos Tsimikas,12,UNMATCHED_RESERVE,Deterministic Normalized Name Match
2118,2024-25,339,203376,Virgil van Dijk,Virgil,Virgil van Dijk,12,EXACT,Deterministic Normalized Name Match
2119,2024-25,636,235805,Federico Chiesa,Chiesa,Federico Chiesa,12,EXACT,Deterministic Normalized Name Match
2120,2024-25,660,N/A,VÃ­tezslav Jaros,Jaros,VÃ­tezslav Jaros,12,UNMATCHED_RESERVE,Deterministic Normalized Name Match
2121,2024-25,669,271977,Harvey Davies,Davies,Harvey Davies,12,EXACT,Deterministic Normalized Name Match
2122,2024-25,688,N/A,Treymaurice Nyoni,Nyoni,Treymaurice Nyoni,12,UNMATCHED_RESERVE,Deterministic Normalized Name Match
2123,2024-25,692,N/A,Amara Nallo,Nallo,Amara Nallo,12,UNMATCHED_RESERVE,Deterministic Normalized Name Match
2124,2024-25,709,N/A,Jayden Danns,Danns,Jayden Danns,12,UNMATCHED_RESERVE,Deterministic Normalized Name Match
2125,2024-25,744,N/A,Arne Slot,Slot,Arne Slot,12,UNMATCHED_RESERVE,Deterministic Normalized Name Match
2126,2024-25,340,229237,Manuel Akanji,Akanji,Manuel Akanji,13,EXACT,Deterministic Normalized Name Match
2127,2024-25,341,208920,Nathan AkÃ©,AkÃ©,Nathan Aké,13,EXACT,Deterministic Normalized Name Match
2128,2024-25,342,232805,Bernardo Veiga de Carvalho e Silva,Bernardo,Bernardo,13,HIGH_CONFIDENCE,Deterministic Normalized Name Match
2129,2024-25,343,277295,Oscar Bobb,Bobb,Oscar Bobb,13,EXACT,Deterministic Normalized Name Match
2130,2024-25,344,N/A,Scott Carson,Carson,Scott Carson,13,UNMATCHED_RESERVE,Deterministic Normalized Name Match
2131,2024-25,345,192985,Kevin De Bruyne,De Bruyne,Kevin De Bruyne,13,EXACT,Deterministic Normalized Name Match
2132,2024-25,346,246420,JÃ©rÃ©my Doku,Doku,Jérémy Doku,13,EXACT,Deterministic Normalized Name Match
2133,2024-25,347,N/A,Ederson Santana de Moraes,Ederson M.,Ederson Santana de Moraes,13,UNMATCHED_RESERVE,Deterministic Normalized Name Match
2134,2024-25,348,237692,Phil Foden,Foden,Phil Foden,13,EXACT,Deterministic Normalized Name Match
2135,2024-25,349,206517,Jack Grealish,Grealish,Jack Grealish,13,EXACT,Deterministic Normalized Name Match
2136,2024-25,350,251517,JoÅ¡ko Gvardiol,Gvardiol,Joško Gvardiol,13,EXACT,Deterministic Normalized Name Match
2137,2024-25,351,239085,Erling Haaland,Haaland,Erling Haaland,13,EXACT,Deterministic Normalized Name Match
2138,2024-25,352,N/A,JuliÃ¡n Ãlvarez,J.Alvarez,JuliÃ¡n Ãlvarez,13,UNMATCHED_RESERVE,Deterministic Normalized Name Match
2139,2024-25,353,210514,JoÃ£o Cavaco Cancelo,JoÃ£o Cancelo,João Cancelo,13,HIGH_CONFIDENCE,Deterministic Normalized Name Match
