season,fixture_id,kickoff_time,team,opponent,was_home,player_name,position,is_starter,minutes_played,source,temporal_validity
2024-25,244,2025-02-15T15:00:00Z,Fulham,16,True,Timothy Castagne,DEF,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,244,2025-02-15T15:00:00Z,Fulham,16,True,SaÅ¡a LukiÄ,MID,1,82,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,244,2025-02-15T15:00:00Z,Fulham,16,True,Adama TraorÃ©,MID,1,89,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,244,2025-02-15T15:00:00Z,Fulham,16,True,Emile Smith Rowe,MID,1,81,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,244,2025-02-15T15:00:00Z,Fulham,16,True,Alex Iwobi,MID,1,89,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,244,2025-02-15T15:00:00Z,Fulham,16,True,Bernd Leno,GK,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,244,2025-02-15T15:00:00Z,Fulham,16,True,Antonee Robinson,DEF,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,244,2025-02-15T15:00:00Z,Fulham,16,True,Calvin Bassey,DEF,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,244,2025-02-15T15:00:00Z,Fulham,16,True,Sander Berge,MID,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,244,2025-02-15T15:00:00Z,Fulham,16,True,RaÃºl JimÃ©nez,FWD,1,75,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,244,2025-02-15T15:00:00Z,Nott'm Forest,9,False,Chris Wood,FWD,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,244,2025-02-15T15:00:00Z,Nott'm Forest,9,False,Morgan Gibbs-White,MID,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,244,2025-02-15T15:00:00Z,Nott'm Forest,9,False,Ola Aina,DEF,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,244,2025-02-15T15:00:00Z,Nott'm Forest,9,False,Felipe Rodrigues da Silva,DEF,1,67,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,244,2025-02-15T15:00:00Z,Nott'm Forest,9,False,Nikola MilenkoviÄ,DEF,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,244,2025-02-15T15:00:00Z,Nott'm Forest,9,False,Anthony Elanga,MID,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,244,2025-02-15T15:00:00Z,Nott'm Forest,9,False,Danilo dos Santos de Oliveira,MID,1,62,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,244,2025-02-15T15:00:00Z,Nott'm Forest,9,False,Elliot Anderson,MID,1,84,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,244,2025-02-15T15:00:00Z,Nott'm Forest,9,False,Murillo Santiago Costa dos Santos,DEF,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,244,2025-02-15T15:00:00Z,Nott'm Forest,9,False,Matz Sels,GK,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,244,2025-02-15T15:00:00Z,Nott'm Forest,9,False,Neco Williams,DEF,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,245,2025-02-15T12:30:00Z,Arsenal,11,False,Thomas Partey,MID,1,74,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,245,2025-02-15T12:30:00Z,Arsenal,11,False,Leandro Trossard,MID,1,88,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,245,2025-02-15T12:30:00Z,Arsenal,11,False,William Saliba,DEF,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,245,2025-02-15T12:30:00Z,Arsenal,11,False,Martin Ãdegaard,MID,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,245,2025-02-15T12:30:00Z,Arsenal,11,False,Declan Rice,MID,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,245,2025-02-15T12:30:00Z,Arsenal,11,False,Gabriel dos Santos MagalhÃ£es,DEF,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,245,2025-02-15T12:30:00Z,Arsenal,11,False,David Raya Martin,GK,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,245,2025-02-15T12:30:00Z,Arsenal,11,False,Ethan Nwaneri,MID,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,245,2025-02-15T12:30:00Z,Arsenal,11,False,JurriÃ«n Timber,DEF,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,245,2025-02-15T12:30:00Z,Arsenal,11,False,Raheem Sterling,MID,1,68,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,245,2025-02-15T12:30:00Z,Arsenal,11,False,Myles Lewis-Skelly,MID,1,75,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,245,2025-02-15T12:30:00Z,Leicester,1,True,Boubakary SoumarÃ©,MID,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,245,2025-02-15T12:30:00Z,Leicester,1,True,Jordan Ayew,MID,1,74,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,245,2025-02-15T12:30:00Z,Leicester,1,True,Mads Hermansen,GK,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,245,2025-02-15T12:30:00Z,Leicester,1,True,Jamie Vardy,FWD,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,245,2025-02-15T12:30:00Z,Leicester,1,True,Bobby De Cordova-Reid,MID,1,84,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,245,2025-02-15T12:30:00Z,Leicester,1,True,Bilal El Khannouss,MID,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,245,2025-02-15T12:30:00Z,Leicester,1,True,James Justin,DEF,1,43,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,245,2025-02-15T12:30:00Z,Leicester,1,True,Victor Kristiansen,DEF,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,245,2025-02-15T12:30:00Z,Leicester,1,True,Wout Faes,DEF,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,245,2025-02-15T12:30:00Z,Leicester,1,True,Wilfred Ndidi,MID,1,84,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,245,2025-02-15T12:30:00Z,Leicester,1,True,Caleb Okoli,DEF,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,246,2025-02-16T14:00:00Z,Liverpool,20,True,Mohamed Salah,MID,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,246,2025-02-16T14:00:00Z,Liverpool,20,True,Virgil van Dijk,DEF,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,246,2025-02-16T14:00:00Z,Liverpool,20,True,Trent Alexander-Arnold,DEF,1,63,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,246,2025-02-16T14:00:00Z,Liverpool,20,True,Ibrahima KonatÃ©,DEF,1,45,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,246,2025-02-16T14:00:00Z,Liverpool,20,True,Alexis Mac Allister,MID,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,246,2025-02-16T14:00:00Z,Liverpool,20,True,Ryan Gravenberch,MID,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,246,2025-02-16T14:00:00Z,Liverpool,20,True,Andrew Robertson,DEF,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,246,2025-02-16T14:00:00Z,Liverpool,20,True,Luis DÃ­az,MID,1,70,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,246,2025-02-16T14:00:00Z,Liverpool,20,True,Alisson Ramses Becker,GK,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,246,2025-02-16T14:00:00Z,Liverpool,20,True,Diogo Teixeira da Silva,MID,1,63,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,246,2025-02-16T14:00:00Z,Liverpool,20,True,Dominik Szoboszlai,MID,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,246,2025-02-16T14:00:00Z,Wolves,12,False,JoÃ£o Victor Gomes da Silva,MID,1,82,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,246,2025-02-16T14:00:00Z,Wolves,12,False,JosÃ© Malheiro de SÃ¡,GK,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,246,2025-02-16T14:00:00Z,Wolves,12,False,GonÃ§alo Manuel Ganchinho Guedes,MID,1,45,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,246,2025-02-16T14:00:00Z,Wolves,12,False,NÃ©lson Cabral Semedo,DEF,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,246,2025-02-16T14:00:00Z,Wolves,12,False,Emmanuel Agbadou,DEF,1,60,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,246,2025-02-16T14:00:00Z,Wolves,12,False,Rayan AÃ¯t-Nouri,DEF,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,246,2025-02-16T14:00:00Z,Wolves,12,False,Matt Doherty,DEF,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,246,2025-02-16T14:00:00Z,Wolves,12,False,Toti AntÃ³nio Gomes,DEF,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,246,2025-02-16T14:00:00Z,Wolves,12,False,Pablo Sarabia,MID,1,45,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,246,2025-02-16T14:00:00Z,Wolves,12,False,Matheus Santos Carneiro Da Cunha,FWD,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,246,2025-02-16T14:00:00Z,Wolves,12,False,AndrÃ© Trindade da Costa Neto,MID,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,247,2025-02-15T15:00:00Z,Man City,15,True,SÃ¡vio 'Savinho' Moreira de Oliveira,MID,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,247,2025-02-15T15:00:00Z,Man City,15,True,JoÅ¡ko Gvardiol,DEF,1,86,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,247,2025-02-15T15:00:00Z,Man City,15,True,Phil Foden,MID,1,75,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,247,2025-02-15T15:00:00Z,Man City,15,True,Abdukodir Khusanov,DEF,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,247,2025-02-15T15:00:00Z,Man City,15,True,Erling Haaland,FWD,1,86,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,247,2025-02-15T15:00:00Z,Man City,15,True,Omar Marmoush,FWD,1,75,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,247,2025-02-15T15:00:00Z,Man City,15,True,Nico GonzÃ¡lez,MID,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,247,2025-02-15T15:00:00Z,Man City,15,True,Ilkay GÃ¼ndogan,MID,1,86,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,247,2025-02-15T15:00:00Z,Man City,15,True,Ederson Santana de Moraes,GK,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,247,2025-02-15T15:00:00Z,Man City,15,True,John Stones,DEF,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,247,2025-02-15T15:00:00Z,Man City,15,True,Rico Lewis,DEF,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,247,2025-02-15T15:00:00Z,Newcastle,13,False,Alexander Isak,FWD,1,89,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,247,2025-02-15T15:00:00Z,Newcastle,13,False,Jacob Murphy,MID,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,247,2025-02-15T15:00:00Z,Newcastle,13,False,Fabian SchÃ¤r,DEF,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,247,2025-02-15T15:00:00Z,Newcastle,13,False,Anthony Gordon,MID,1,72,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,247,2025-02-15T15:00:00Z,Newcastle,13,False,Joe Willock,MID,1,45,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,247,2025-02-15T15:00:00Z,Newcastle,13,False,Martin DÃºbravka,GK,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,247,2025-02-15T15:00:00Z,Newcastle,13,False,Dan Burn,DEF,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,247,2025-02-15T15:00:00Z,Newcastle,13,False,Bruno GuimarÃ£es Rodriguez Moura,MID,1,71,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,247,2025-02-15T15:00:00Z,Newcastle,13,False,Sandro Tonali,MID,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,247,2025-02-15T15:00:00Z,Newcastle,13,False,Kieran Trippier,DEF,1,45,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,247,2025-02-15T15:00:00Z,Newcastle,13,False,Lewis Hall,DEF,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,248,2025-02-15T15:00:00Z,Bournemouth,17,False,Milos Kerkez,DEF,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,248,2025-02-15T15:00:00Z,Bournemouth,17,False,Ryan Christie,MID,1,87,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,248,2025-02-15T15:00:00Z,Bournemouth,17,False,Kepa Arrizabalaga,GK,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,248,2025-02-15T15:00:00Z,Bournemouth,17,False,Dango Ouattara,MID,1,87,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,248,2025-02-15T15:00:00Z,Bournemouth,17,False,Antoine Semenyo,MID,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,248,2025-02-15T15:00:00Z,Bournemouth,17,False,Lewis Cook,MID,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,248,2025-02-15T15:00:00Z,Bournemouth,17,False,Illia Zabarnyi,DEF,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,248,2025-02-15T15:00:00Z,Bournemouth,17,False,Justin Kluivert,MID,1,76,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,248,2025-02-15T15:00:00Z,Bournemouth,17,False,Tyler Adams,MID,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,248,2025-02-15T15:00:00Z,Bournemouth,17,False,David Brooks,MID,1,66,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,248,2025-02-15T15:00:00Z,Bournemouth,17,False,Dean Huijsen,DEF,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,248,2025-02-15T15:00:00Z,Southampton,3,True,Welington Damascena Santos,DEF,1,45,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,248,2025-02-15T15:00:00Z,Southampton,3,True,Paul Onuachu,FWD,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,248,2025-02-15T15:00:00Z,Southampton,3,True,Aaron Ramsdale,GK,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,248,2025-02-15T15:00:00Z,Southampton,3,True,Jan Bednarek,DEF,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,248,2025-02-15T15:00:00Z,Southampton,3,True,Joe Aribo,MID,1,84,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,248,2025-02-15T15:00:00Z,Southampton,3,True,Kyle Walker-Peters,DEF,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,248,2025-02-15T15:00:00Z,Southampton,3,True,Kamaldeen Sulemana,MID,1,84,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,248,2025-02-15T15:00:00Z,Southampton,3,True,Mateus GonÃ§alo Espanha Fernandes,MID,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,248,2025-02-15T15:00:00Z,Southampton,3,True,Nathan Wood-Gordon,DEF,1,45,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,248,2025-02-15T15:00:00Z,Southampton,3,True,Will Smallbone,MID,1,55,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,248,2025-02-15T15:00:00Z,Southampton,3,True,James Bree,DEF,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,249,2025-02-16T16:30:00Z,Man Utd,18,False,Bruno Borges Fernandes,MID,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,249,2025-02-16T16:30:00Z,Man Utd,18,False,Rasmus HÃ¸jlund,FWD,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,249,2025-02-16T16:30:00Z,Man Utd,18,False,Carlos Henrique Casimiro,MID,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,249,2025-02-16T16:30:00Z,Man Utd,18,False,Noussair Mazraoui,DEF,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,249,2025-02-16T16:30:00Z,Man Utd,18,False,Joshua Zirkzee,FWD,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,249,2025-02-16T16:30:00Z,Man Utd,18,False,AndrÃ© Onana,GK,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,249,2025-02-16T16:30:00Z,Man Utd,18,False,Matthijs de Ligt,DEF,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,249,2025-02-16T16:30:00Z,Man Utd,18,False,Diogo Dalot Teixeira,DEF,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,249,2025-02-16T16:30:00Z,Man Utd,18,False,Alejandro Garnacho,MID,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,249,2025-02-16T16:30:00Z,Man Utd,18,False,Patrick Dorgu,DEF,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,249,2025-02-16T16:30:00Z,Man Utd,18,False,Harry Maguire,DEF,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,249,2025-02-16T16:30:00Z,Spurs,14,True,Lucas Bergvall,MID,1,63,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,249,2025-02-16T16:30:00Z,Spurs,14,True,Kevin Danso,DEF,1,77,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,249,2025-02-16T16:30:00Z,Spurs,14,True,Mathys Tel,MID,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,249,2025-02-16T16:30:00Z,Spurs,14,True,Pedro Porro,DEF,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,249,2025-02-16T16:30:00Z,Spurs,14,True,Rodrigo Bentancur,MID,1,77,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,249,2025-02-16T16:30:00Z,Spurs,14,True,Djed Spence,DEF,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,249,2025-02-16T16:30:00Z,Spurs,14,True,Guglielmo Vicario,GK,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,249,2025-02-16T16:30:00Z,Spurs,14,True,Dejan Kulusevski,MID,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,249,2025-02-16T16:30:00Z,Spurs,14,True,James Maddison,MID,1,63,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,249,2025-02-16T16:30:00Z,Spurs,14,True,Son Heung-min,MID,1,86,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,249,2025-02-16T16:30:00Z,Spurs,14,True,Ben Davies,DEF,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,250,2025-02-15T15:00:00Z,Brentford,19,False,Yoane Wissa,FWD,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,250,2025-02-15T15:00:00Z,Brentford,19,False,Sepp van den Berg,DEF,1,59,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,250,2025-02-15T15:00:00Z,Brentford,19,False,Christian NÃ¸rgaard,MID,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,250,2025-02-15T15:00:00Z,Brentford,19,False,Vitaly Janelt,MID,1,74,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,250,2025-02-15T15:00:00Z,Brentford,19,False,Keane Lewis-Potter,MID,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,250,2025-02-15T15:00:00Z,Brentford,19,False,Mark Flekken,GK,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,250,2025-02-15T15:00:00Z,Brentford,19,False,Kevin Schade,MID,1,74,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,250,2025-02-15T15:00:00Z,Brentford,19,False,Mikkel Damsgaard,MID,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,250,2025-02-15T15:00:00Z,Brentford,19,False,Bryan Mbeumo,MID,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,250,2025-02-15T15:00:00Z,Brentford,19,False,Nathan Collins,DEF,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,250,2025-02-15T15:00:00Z,Brentford,19,False,Kristoffer Ajer,DEF,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,250,2025-02-15T15:00:00Z,West Ham,4,True,Max Kilman,DEF,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,250,2025-02-15T15:00:00Z,West Ham,4,True,Emerson Palmieri dos Santos,DEF,1,45,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,250,2025-02-15T15:00:00Z,West Ham,4,True,TomÃ¡Å¡ SouÄek,MID,1,45,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,250,2025-02-15T15:00:00Z,West Ham,4,True,Alphonse Areola,GK,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,250,2025-02-15T15:00:00Z,West Ham,4,True,Jarrod Bowen,MID,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,250,2025-02-15T15:00:00Z,West Ham,4,True,Aaron Wan-Bissaka,DEF,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,250,2025-02-15T15:00:00Z,West Ham,4,True,Konstantinos Mavropanos,DEF,1,87,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,250,2025-02-15T15:00:00Z,West Ham,4,True,Lucas Tolentino Coelho de Lima,MID,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,250,2025-02-15T15:00:00Z,West Ham,4,True,Mohammed Kudus,MID,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,250,2025-02-15T15:00:00Z,West Ham,4,True,Carlos Soler,MID,1,45,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,250,2025-02-15T15:00:00Z,West Ham,4,True,Edson Ãlvarez VelÃ¡zquez,MID,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,251,2025-02-22T15:00:00Z,Arsenal,19,True,Thomas Partey,MID,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,251,2025-02-22T15:00:00Z,Arsenal,19,True,Mikel Merino,MID,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,251,2025-02-22T15:00:00Z,Arsenal,19,True,Leandro Trossard,MID,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,251,2025-02-22T15:00:00Z,Arsenal,19,True,William Saliba,DEF,1,85,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2024-25,251,2025-02-22T15:00:00Z,Arsenal,19,True,Martin Ãdegaard,MID,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
