player_id,player,club,pos,price,gw1_xp,gw2_xp,delta,attack_delta,defence_delta,style_delta,sp_delta
442,Nick Pope,Newcastle,GK,5.0,3.76,3.72,-0.04,-0.16,0.28,0.03,-0.05
443,Mark Gillespie,Newcastle,GK,4.5,3.4,3.25,-0.15,-0.25,-0.03,0.06,-0.0
444,Ewen Jaouen,Newcastle,GK,4.5,3.55,4.0,0.45,0.35,0.23,0.06,0.02
445,Malick Thiaw,Newcastle,DEF,5.0,3.73,3.3,-0.43,-0.21,-0.06,-0.23,-0.01
446,Fabian Schär,Newcastle,DEF,5.0,3.72,3.95,0.23,-0.19,0.28,0.2,0.07
447,Sven Botman,Newcastle,DEF,5.0,3.91,4.07,0.16,0.26,-0.22,0.15,-0.11
448,Dan Burn,Newcastle,DEF,5.0,3.67,3.74,0.07,-0.16,0.23,0.22,-0.11
449,Lewis Hall,Newcastle,DEF,5.0,3.61,4.09,0.48,0.34,-0.01,0.18,0.03
450,Tino Livramento,Newcastle,DEF,5.0,3.71,3.62,-0.09,-0.15,-0.18,0.13,-0.03
451,Alex Murphy,Newcastle,DEF,4.0,3.19,3.52,0.33,-0.01,0.05,0.18,0.14
453,Harvey Barnes,Newcastle,MID,6.0,4.44,4.87,0.43,0.23,0.16,0.04,0.14
454,Anthony Elanga,Newcastle,MID,6.0,4.93,4.87,-0.06,-0.27,0.21,-0.03,0.1
456,Jacob Ramsey,Newcastle,MID,5.0,4.29,4.1,-0.19,-0.31,0.23,-0.03,0.0
457,Jacob Murphy,Newcastle,MID,6.0,4.81,4.98,0.17,0.3,-0.29,-0.01,0.06
458,Joelinton Cássio Apolinário de Lira,Newcastle,MID,5.5,4.64,4.52,-0.12,0.13,-0.22,-0.1,-0.04
459,Lewis Miley,Newcastle,MID,5.5,4.78,4.67,-0.11,-0.15,-0.17,0.23,-0.15
460,Joe Willock,Newcastle,MID,5.0,4.37,4.3,-0.07,0.12,0.2,-0.1,-0.15
461,Bazoumana Touré,Newcastle,MID,6.0,4.84,4.98,0.14,0.23,0.14,-0.18,0.08
462,Sean Steur,Newcastle,MID,5.0,3.91,4.26,0.35,0.11,0.16,0.17,0.03
463,Nick Woltemade,Newcastle,FWD,6.0,4.35,4.16,-0.19,-0.01,-0.25,-0.05,-0.03
464,Yoane Wissa,Newcastle,FWD,6.0,4.35,4.45,0.1,-0.11,-0.23,0.15,0.13
465,William Osula,Newcastle,FWD,6.0,4.65,4.68,0.03,0.32,0.01,-0.1,-0.13
466,Sean Neave,Newcastle,FWD,4.5,3.9,3.77,-0.13,0.21,0.12,-0.22,-0.13
559,Aladji Bamba,Newcastle,MID,5.0,4.5,4.3,-0.2,-0.14,-0.16,-0.11,0.09
567,Lukás Hornícek,Newcastle,GK,5.0,3.51,3.45,-0.06,-0.07,0.24,-0.09,-0.01
593,Amar Dedic,Newcastle,DEF,4.5,3.57,3.78,0.21,0.1,0.29,0.05,-0.04
609,Leo Shahar,Newcastle,DEF,4.0,3.31,3.17,-0.14,-0.26,0.23,0.0,-0.02
167,Liam Delap,Nott'm Forest,FWD,5.5,4.58,4.56,-0.02,0.09,-0.26,0.09,-0.08
467,Matz Sels,Nott'm Forest,GK,5.0,3.45,3.75,0.3,0.23,0.18,0.03,0.01
468,John Victor Maciel Furtado,Nott'm Forest,GK,4.5,3.21,3.25,0.04,0.19,-0.14,-0.0,-0.06
469,Neco Williams,Nott'm Forest,DEF,5.0,3.35,3.38,0.03,0.09,-0.27,0.12,-0.05
470,Felipe Rodrigues da Silva,Nott'm Forest,DEF,5.0,3.39,3.24,-0.15,0.01,-0.27,-0.11,0.06
471,Nikola Milenković,Nott'm Forest,DEF,5.5,3.8,3.81,0.01,0.24,-0.3,-0.13,0.07
472,Murillo Costa dos Santos,Nott'm Forest,DEF,5.5,3.8,3.53,-0.27,-0.28,-0.08,-0.11,0.1
473,Ola Aina,Nott'm Forest,DEF,4.5,3.38,3.73,0.35,0.2,0.24,-0.03,0.12
474,Jair Paula da Cunha Filho,Nott'm Forest,DEF,4.5,3.39,3.64,0.25,0.32,-0.25,0.09,-0.0
475,Nicolò Savona,Nott'm Forest,DEF,4.5,3.62,3.39,-0.23,0.09,0.12,-0.25,-0.1
476,Omar Richards,Nott'm Forest,DEF,4.0,3.39,3.87,0.48,0.12,0.28,0.13,0.14
477,Zach Abbott,Nott'm Forest,DEF,4.0,2.93,2.9,-0.03,-0.14,-0.24,0.14,0.04
478,Luca Netz,Nott'm Forest,DEF,4.5,3.44,3.45,0.01,-0.1,0.27,0.0,-0.02
479,Tyler Bindon,Nott'm Forest,DEF,4.0,3.44,3.05,-0.39,-0.2,-0.08,-0.07,-0.13
480,Morgan Gibbs-White,Nott'm Forest,MID,8.0,5.66,5.78,0.12,-0.06,0.19,0.18,-0.09
482,Callum Hudson-Odoi,Nott'm Forest,MID,6.0,4.73,4.72,-0.01,-0.02,0.23,-0.14,0.05
483,Dan Ndoye,Nott'm Forest,MID,5.5,4.3,4.25,-0.05,-0.14,-0.22,0.08,0.07
484,Omari Hutchinson,Nott'm Forest,MID,5.5,4.7,4.78,0.08,0.1,-0.06,0.11,-0.09
485,Dilane Bakwa,Nott'm Forest,MID,5.5,4.44,3.95,-0.49,-0.15,-0.08,-0.22,-0.12
486,James McAtee,Nott'm Forest,MID,5.5,4.32,3.99,-0.33,-0.16,0.2,-0.24,-0.04
487,Nicolás Domínguez,Nott'm Forest,MID,5.0,4.13,3.73,-0.4,-0.34,-0.23,-0.04,-0.0
488,Ibrahim Sangaré,Nott'm Forest,MID,5.0,4.52,4.3,-0.22,0.02,0.06,-0.25,-0.01
489,Ryan Yates,Nott'm Forest,MID,4.5,4.16,4.2,0.04,0.01,0.11,-0.09,0.08
490,Chris Wood,Nott'm Forest,FWD,6.0,4.84,4.63,-0.21,0.01,0.29,-0.19,-0.14
491,Igor Jesus Maciel da Cruz,Nott'm Forest,FWD,6.0,4.51,4.33,-0.18,0.22,-0.23,-0.12,-0.14
493,Arnaud Kalimuendo,Nott'm Forest,FWD,5.5,4.08,4.12,0.04,0.19,0.01,-0.08,-0.04
558,Xaver Schlager,Nott'm Forest,MID,5.0,3.87,4.13,0.26,-0.14,0.09,0.24,0.1
581,Ousmane Diomande,Nott'm Forest,DEF,5.5,3.86,4.28,0.42,0.28,0.17,0.14,-0.01
590,Steven Benda,Nott'm Forest,GK,4.5,3.46,3.02,-0.44,-0.14,-0.26,-0.14,-0.08
112,Jan Paul van Hecke,Spurs,DEF,5.0,4.01,4.06,0.05,0.17,-0.02,-0.22,0.14
401,Omar Marmoush,Spurs,FWD,7.0,4.8,5.24,0.44,0.2,0.29,0.02,0.14
403,Sávio Moreira de Oliveira,Spurs,MID,6.5,4.97,4.57,-0.4,-0.09,-0.16,-0.15,-0.11
455,Sandro Tonali,Spurs,MID,5.5,4.53,4.62,0.09,0.2,0.05,-0.18,0.09
494,Guglielmo Vicario,Spurs,GK,4.5,3.76,3.57,-0.19,-0.08,0.1,-0.12,-0.05
495,Brandon Austin,Spurs,GK,4.0,2.94,3.07,0.13,-0.15,-0.02,0.2,0.06
496,Antonín Kinský,Spurs,GK,4.5,3.21,2.94,-0.27,-0.25,-0.3,0.07,-0.02
497,Martin Dubravka,Spurs,GK,4.0,3.38,3.51,0.13,0.32,0.02,-0.13,0.0
498,Marcos Senesi Barón,Spurs,DEF,6.0,4.18,4.02,-0.16,-0.3,-0.14,0.15,-0.01
499,Pedro Porro Sauceda,Spurs,DEF,5.5,3.73,3.39,-0.34,-0.05,-0.27,-0.17,-0.02
500,Cristian Romero,Spurs,DEF,5.0,3.95,4.11,0.16,-0.32,0.21,0.24,0.09
501,Kevin Danso,Spurs,DEF,5.0,4.05,4.01,-0.04,-0.18,0.28,-0.15,0.14
502,Andrew Robertson,Spurs,DEF,4.5,3.43,3.63,0.2,0.15,0.29,0.03,-0.07
503,Micky van de Ven,Spurs,DEF,5.0,3.48,3.63,0.15,0.07,-0.26,0.06,0.14
505,Djed Spence,Spurs,DEF,4.5,3.49,4.11,0.62,0.2,0.24,0.22,0.14
506,Destiny Udogie,Spurs,DEF,4.5,3.62,3.76,0.14,0.33,0.15,-0.17,-0.01
507,Ashley Phillips,Spurs,DEF,4.5,3.52,3.39,-0.13,-0.18,0.08,0.08,-0.1
508,Ben Davies,Spurs,DEF,4.0,3.15,2.91,-0.24,0.19,-0.0,-0.24,-0.15
509,Jun'ai Byfield,Spurs,DEF,4.0,3.13,3.3,0.17,0.3,-0.16,0.07,-0.08
510,James Rowswell,Spurs,DEF,4.0,2.92,2.95,0.03,0.24,0.14,-0.2,-0.02
511,João Victor de Souza Menezes,Spurs,DEF,4.0,3.18,2.96,-0.22,-0.01,0.1,-0.19,-0.06
512,Mohammed Kudus,Spurs,MID,6.5,4.79,4.99,0.2,0.29,0.3,-0.23,0.08
513,Xavi Simons,Spurs,MID,6.0,4.7,5.05,0.35,-0.08,0.15,0.21,0.14
514,Mathys Tel,Spurs,MID,6.0,4.55,4.44,-0.11,-0.1,0.17,-0.12,0.02
515,James Maddison,Spurs,MID,6.5,4.6,4.6,0.0,0.11,-0.16,-0.15,0.13
516,Rodrigo Bentancur,Spurs,MID,5.5,4.2,3.76,-0.44,0.0,-0.17,-0.23,-0.14
517,Wilson Odobert,Spurs,MID,5.5,4.39,4.8,0.41,0.26,-0.13,0.23,0.02
518,Pape Matar Sarr,Spurs,MID,4.9,4.06,4.17,0.11,0.06,0.01,0.13,-0.07
519,Conor Gallagher,Spurs,MID,5.5,4.63,5.14,0.51,0.28,0.27,0.2,-0.02
520,Lucas Bergvall,Spurs,MID,5.5,4.21,4.07,-0.14,-0.02,-0.0,-0.15,0.03
521,Dejan Kulusevski,Spurs,MID,6.5,4.58,4.29,-0.29,-0.12,0.21,-0.15,-0.13
522,Archie Gray,Spurs,MID,5.0,4.44,4.73,0.29,0.31,0.0,-0.05,0.09
523,Mikey Moore,Spurs,MID,5.0,3.96,4.1,0.14,-0.12,0.12,0.14,0.05
524,Callum Olusesi,Spurs,MID,4.5,3.65,3.74,0.09,0.26,0.02,-0.11,-0.02
525,Mateus Fernandes,Spurs,MID,6.0,4.67,4.25,-0.42,-0.26,0.16,-0.25,-0.03
526,Dominic Solanke-Mitchell,Spurs,FWD,6.0,4.51,4.17,-0.34,-0.31,0.28,-0.14,-0.06
527,Richarlison de Andrade,Spurs,FWD,6.0,4.46,4.44,-0.02,-0.19,-0.3,0.11,0.14
528,Dane Scarlett,Spurs,FWD,4.5,3.83,4.13,0.3,0.11,0.15,0.17,-0.02
601,Luca Williams-Barnett,Spurs,MID,4.5,3.88,3.9,0.02,-0.12,0.13,0.16,-0.1
529,Robin Roefs,Sunderland,GK,5.0,3.63,4.25,0.62,0.28,0.18,0.24,0.08
530,Anthony Patterson,Sunderland,GK,4.0,3.4,3.29,-0.11,0.06,0.1,-0.21,0.01
531,Melker Ellborg,Sunderland,GK,4.5,3.15,3.21,0.06,-0.23,0.17,0.04,0.14
532,Daniel Ballard,Sunderland,DEF,5.0,3.88,3.74,-0.14,-0.16,0.06,-0.1,0.06
533,Nordi Mukiele,Sunderland,DEF,5.5,4.23,3.97,-0.26,-0.28,0.01,0.0,-0.04
534,Trai Hume,Sunderland,DEF,4.5,3.76,4.09,0.33,0.23,0.12,0.11,-0.01
535,Omar Alderete,Sunderland,DEF,5.0,3.91,4.19,0.28,0.14,0.14,0.18,-0.07
536,Reinildo Mandava,Sunderland,DEF,4.5,3.72,3.58,-0.14,-0.21,-0.09,-0.08,0.14
537,Jenson Seelt,Sunderland,DEF,4.5,3.47,3.8,0.33,0.14,0.14,0.03,0.13
538,Leo Fuhr Hjelde,Sunderland,DEF,4.0,3.17,3.24,0.07,-0.08,-0.2,0.14,0.07
539,Luke O'Nien,Sunderland,DEF,4.0,3.58,3.22,-0.36,-0.33,0.2,-0.24,0.06
540,Arthur Masuaku,Sunderland,DEF,4.0,3.28,3.38,0.1,-0.04,-0.16,0.1,0.1
541,Thomas Meunier,Sunderland,DEF,4.5,3.72,3.95,0.23,0.33,-0.27,0.0,0.07
542,Enzo Le Fée,Sunderland,MID,6.0,4.39,4.29,-0.1,-0.22,0.18,0.03,-0.03
543,Habib Diarra,Sunderland,MID,5.5,4.69,4.65,-0.04,0.26,-0.21,-0.1,-0.06
544,Granit Xhaka,Sunderland,MID,5.5,4.48,4.57,0.09,0.12,0.18,-0.12,0.04
545,Noah Sadiki,Sunderland,MID,5.0,3.89,3.98,0.09,0.23,0.24,-0.24,0.05
546,Simon Adingra,Sunderland,MID,5.0,4.28,4.11,-0.17,0.03,-0.13,-0.1,-0.04
547,Romaine Mundle,Sunderland,MID,5.0,4.4,4.18,-0.22,-0.12,0.14,-0.05,-0.13
548,Chris Rigg,Sunderland,MID,5.0,3.89,3.79,-0.1,-0.15,-0.04,0.09,-0.05
549,Chemsdine Talbi,Sunderland,MID,5.5,4.52,4.68,0.16,-0.09,0.27,0.07,0.05
550,Djiamgone Jocelin Ta Bi,Sunderland,MID,5.0,4.04,3.86,-0.18,-0.21,-0.05,0.13,-0.12
551,Nilson Angulo,Sunderland,MID,5.0,4.21,4.18,-0.03,-0.16,-0.04,0.24,-0.13
552,Brian Brobbey,Sunderland,FWD,6.0,4.82,4.54,-0.28,-0.22,0.28,-0.19,-0.03
553,Wilson Isidor,Sunderland,FWD,5.5,4.26,4.24,-0.02,0.14,-0.05,-0.08,-0.03
612,Dayann Méthalie,Sunderland,DEF,4.5,3.58,3.23,-0.35,-0.21,-0.01,-0.12,-0.06
613,Jules Ahoka,Sunderland,MID,4.5,4.29,4.24,-0.05,0.33,0.06,-0.21,-0.13
